-38.99134050396905,-49.75613555133051,-52.629852827980386,-48.658829061531776,-51.69587573629449,-33.042840827590496,-19.668782294175337,-20.47041453666257,-24.856242294748704,-24.44871208816944,-21.764355798490435,-21.103227594930747,-20.633845821791528,-2.1646915556060633,8.201977541775598,-6.070355993347695,-23.317525397100006,-29.97910930413211,-26.969161695373906,-35.61067711071819,-32.206504963135394,-33.579404910353624,-31.935537291665977,-30.54827947249617,-53.41797158916273,-47.56580770735958,-28.00699311107482,-21.513663644866824,-21.75462964977821,-34.57117651184328,-33.39194501120486
-30.227106290551916,-38.70457398386414,-25.29475646579594,-28.513943821219435,-8.391158713349736,-0.9553265947022338,-0.5420269433555758,-2.19548660165445,-5.665243427609092,0.41277924135915434,0.4666929648568373,-7.5318056983318105,7.8153442804156,5.318115663956507,-9.740331669663703,-25.808922667665314,-38.17769634311164,-29.208305610093003
