105.51565254443551,83.55186774619241,80.94378508247492,62.8358379547222,24.27444766900728,0.526553044389848,-19.50146259935559,-18.95033405354951,-29.122485243542712,-21.472358728619444,-10.372017846983734,-20.460506172869078,-17.02607537043152,10.704021833551261,-33.114408016676215
117.99061222751496,450.0471838896517,42.441336430148894,169.71119392268312,174.49824401610627,417.0474048490361,589.0469736154083,397.7723722531632,792.2600619046127,542.9106819214362,218.17417866542243,-14.78431511546991,652.7577214478965,760.8562518053146,523.1219060236318,529.2054984417296,225.57278255636825,72.98709926052763,734.3462754204736,591.633669464788,790.2600040898197,141.98786859034678,767.9499121919296,111.16642446036973,722.3104336790647,822.8668962941131,696.5655170583772,2.530210051910455,759.0518575572272,-49.635873418814434,170.60401171315252,232.65980145134048,450.5747475495201,835.7902619621356,709.6883509754329,-45.89712144859739,844.8012401180277,86.60227643497403,143.23010280956632,515.0386942560499,852.5153480415294,286.9670026744427,773.3724690583196,264.7271182418371,125.65589490874358,594.293632845345,-14.491654150787543,90.11008390478517,212.96421198693503,771.3586917407966,-19.700919556544115,750.2771437165931,-35.741513502021455,352.9634988414402,10.304782524352474,266.1665688313647,-61.76311937516734,-43.05004027277319,35.271676036217144,558.3594259142736,-44.76796654060967,-48.46025605296568,825.7630520103136,28.38958662238203,17.649350279367795,-60.516950102995445,288.20556420875477,772.081988737142,496.4676436051609,762.8192665394317,-56.031097943327055,368.36919366894074,-3.375696135837254,474.96075665892164,796.6981095058394,-2.1208274306731587,818.9076116235196,18.392463459997398,43.91906568168437,568.1545822283797,211.66498683697978,569.8975509857512,233.32121570642087,26.162347453035302,-61.93490356269044,-56.10409041318052,720.8669943219919,114.56293413559003,726.7902940370997,173.57891358296789,294.3559894743075,252.45247727950087,763.4245234206293,238.15913480437302,12.001483081614484,405.9805554668142,137.501872933844,4.099632802228068,-63.264445058682114
