,pid,condition,day,timing,block,hand,RT
0,sha2,discrete,Day1,pre,0,left,0.2441379643569235
1,sha2,discrete,Day1,pre,0,right,0.6119587891735137
0,sha2,discrete,Day1,post,0,left,0.3468350096663926
1,sha2,discrete,Day1,post,0,right,0.5185296563940938
0,sha2,discrete,test,pre,0,left,0.3542667147848988
1,sha2,discrete,test,pre,0,right,0.4700099829642568
0,sha2,discrete,test,post,0,left,0.3929067492426839
1,sha2,discrete,test,post,0,right,0.4392221512825927
