,pid,condition,day,block,hand,RT
0,P13,control,Day1,0,left,18.33915513631655
1,P13,control,Day1,0,right,20.807763289238213
2,P13,control,Day1,0,right,17.453864675640947
3,P13,control,Day1,0,left,19.472925858193776
4,P13,control,Day1,0,right,19.03912594814028
5,P13,control,Day1,0,left,20.19051874517755
6,P13,control,Day1,0,left,19.1726093847974
7,P13,control,Day1,0,right,18.10464383145154
8,P13,control,Day1,0,right,17.87106103240513
9,P13,control,Day1,0,left,20.99143698533589
0,P13,control,Day1,1,left,15.801939826385931
1,P13,control,Day1,1,right,17.23686857582652
2,P13,control,Day1,1,right,16.252408790780464
3,P13,control,Day1,1,left,18.03794807875238
4,P13,control,Day1,1,right,16.636309940135103
5,P13,control,Day1,1,left,19.940256166475603
6,P13,control,Day1,1,left,18.822144404097344
7,P13,control,Day1,1,right,16.953358287573792
8,P13,control,Day1,1,right,16.936364792476525
9,P13,control,Day1,1,left,17.8876879515592
0,P13,control,Day1,2,left,22.526109246522537
1,P13,control,Day1,2,right,20.69109254951764
2,P13,control,Day1,2,right,19.45624646160286
3,P13,control,Day1,2,left,17.620760532066928
4,P13,control,Day1,2,right,19.4062350851018
5,P13,control,Day1,2,left,18.93896644738561
6,P13,control,Day1,2,left,19.306134190541343
7,P13,control,Day1,2,right,20.991407490713755
8,P13,control,Day1,2,right,19.89013638770848
9,P13,control,Day1,2,left,18.83886248843919
0,P13,control,Day1,3,left,18.872261884607727
1,P13,control,Day1,3,right,20.257219477469327
2,P13,control,Day1,3,right,19.856763421776122
3,P13,control,Day1,3,left,19.2727451366518
4,P13,control,Day1,3,right,18.40506794102839
5,P13,control,Day1,3,left,18.104687881845173
6,P13,control,Day1,3,left,16.686352343444018
7,P13,control,Day1,3,right,14.88417119748192
8,P13,control,Day1,3,right,14.550369525401035
9,P13,control,Day1,3,left,15.384838465266512
0,P13,control,Day1,4,left,17.854415726993466
1,P13,control,Day1,4,right,18.638607072731247
2,P13,control,Day1,4,right,16.35263264340756
3,P13,control,Day1,4,left,19.155919645942053
4,P13,control,Day1,4,right,19.172604022154697
5,P13,control,Day1,4,left,18.304810763322166
6,P13,control,Day1,4,left,17.103533761386643
7,P13,control,Day1,4,right,18.15479616922676
8,P13,control,Day1,4,right,15.902114265962155
9,P13,control,Day1,4,left,23.093796707791626
0,P13,control,Day2,0,right,18.092864825681318
1,P13,control,Day2,0,left,17.820938435106658
2,P13,control,Day2,0,right,19.072511993217628
3,P13,control,Day2,0,left,18.271515763932253
4,P13,control,Day2,0,right,16.06893088448851
5,P13,control,Day2,0,left,21.174951467910432
6,P13,control,Day2,0,right,18.22153231156699
7,P13,control,Day2,0,left,19.389616891465266
8,P13,control,Day2,0,left,16.803193771338556
9,P13,control,Day2,0,right,17.220313072175482
0,P13,control,Day2,1,right,21.158277038164673
1,P13,control,Day2,1,left,20.490880028068204
2,P13,control,Day2,1,right,18.321685377246467
3,P13,control,Day2,1,left,17.60248773865169
4,P13,control,Day2,1,right,17.420425381627865
5,P13,control,Day2,1,left,18.805526529089548
6,P13,control,Day2,1,right,20.79147558992554
7,P13,control,Day2,1,left,18.838794948678697
8,P13,control,Day2,1,left,19.539573377303892
9,P13,control,Day2,1,right,18.67191160494985
0,P13,control,Day2,2,right,0.016684772024746053
1,P13,control,Day2,2,left,19.239348988223355
2,P13,control,Day2,2,right,20.29042144390405
3,P13,control,Day2,2,left,18.838942421876713
4,P13,control,Day2,2,right,18.7387453057454
5,P13,control,Day2,2,left,17.987828290642938
6,P13,control,Day2,2,right,21.141676919563906
7,P13,control,Day2,2,left,17.103413563847425
8,P13,control,Day2,2,left,18.271587776820525
9,P13,control,Day2,2,right,18.805526146039483
0,P13,control,Day2,3,right,18.905655462789586
1,P13,control,Day2,3,left,22.376392185222358
2,P13,control,Day2,3,right,20.006938517850358
3,P13,control,Day2,3,left,18.3717312663066
4,P13,control,Day2,3,right,19.35607344395248
5,P13,control,Day2,3,left,18.55529133806704
6,P13,control,Day2,3,right,17.153537977603268
7,P13,control,Day2,3,left,19.055836797357188
8,P13,control,Day2,3,left,17.120133959280793
9,P13,control,Day2,3,right,16.853036262313253
0,P13,control,Day2,4,right,0.016608162579359487
1,P13,control,Day2,4,left,23.394255593637357
2,P13,control,Day2,4,right,16.93627434456721
3,P13,control,Day2,4,left,17.70412779375329
4,P13,control,Day2,4,right,17.33713903541502
5,P13,control,Day2,4,left,18.238150433375267
6,P13,control,Day2,4,right,17.453945463261334
7,P13,control,Day2,4,left,15.28457154633361
8,P13,control,Day2,4,left,17.02000502558076
9,P13,control,Day2,4,right,18.521909919538306
0,P13,control,Day3,0,left,20.378039671399165
1,P13,control,Day3,0,right,18.154561862931587
2,P13,control,Day3,0,right,22.92705324816052
3,P13,control,Day3,0,left,23.077250287635252
4,P13,control,Day3,0,left,19.739909003314096
5,P13,control,Day3,0,right,21.308479823404923
6,P13,control,Day3,0,right,18.988985093368683
7,P13,control,Day3,0,left,21.57541702350136
8,P13,control,Day3,0,right,20.223729853634723
9,P13,control,Day3,0,left,20.37401959055569
0,P13,control,Day3,1,left,21.37501283205347
1,P13,control,Day3,1,right,18.171482975129038
2,P13,control,Day3,1,right,17.804281625547446
3,P13,control,Day3,1,left,18.15461280819727
4,P13,control,Day3,1,left,17.820939201221336
5,P13,control,Day3,1,right,17.887815420283005
6,P13,control,Day3,1,right,19.723275942669716
7,P13,control,Day3,1,left,19.990318863885477
8,P13,control,Day3,1,right,18.321888009202667
9,P13,control,Day3,1,left,20.023556256608572
0,P13,control,Day3,2,left,21.92590717074927
1,P13,control,Day3,2,right,20.040286228235345
2,P13,control,Day3,2,right,18.70531753852265
3,P13,control,Day3,2,left,21.39188146678498
4,P13,control,Day3,2,left,20.891309577273205
5,P13,control,Day3,2,right,19.873311336210463
6,P13,control,Day3,2,right,17.25362937268801
7,P13,control,Day3,2,left,18.137978981423657
8,P13,control,Day3,2,right,18.92221804271685
9,P13,control,Day3,2,left,18.555116285511758
0,P13,control,Day3,3,left,16.903213919664267
1,P13,control,Day3,3,right,16.769690160756
2,P13,control,Day3,3,right,18.67214066721499
3,P13,control,Day3,3,left,18.17134661023738
4,P13,control,Day3,3,left,17.63744577963371
5,P13,control,Day3,3,right,16.352608781598974
6,P13,control,Day3,3,right,19.155829366238322
7,P13,control,Day3,3,left,22.359660681395326
8,P13,control,Day3,3,right,18.788726076774765
9,P13,control,Day3,3,left,15.134418940288015
0,P13,control,Day3,4,left,18.52171456546057
1,P13,control,Day3,4,right,17.237048789509572
2,P13,control,Day3,4,right,16.9866933216108
3,P13,control,Day3,4,left,21.892496640677564
4,P13,control,Day3,4,left,18.605210055422504
5,P13,control,Day3,4,right,19.739922793000005
6,P13,control,Day3,4,right,18.889024317380972
7,P13,control,Day3,4,left,17.871083533391356
8,P13,control,Day3,4,right,20.974574089748785
9,P13,control,Day3,4,left,17.420181763591245
