,pid,condition,day,block,hand,RT
0,P04,continuous,Day1,0,left,21.15415795
1,P04,continuous,Day1,0,right,15.71848358
2,P04,continuous,Day1,0,right,16.40269443
3,P04,continuous,Day1,0,left,18.40504557
4,P04,continuous,Day1,0,right,17.17003295
5,P04,continuous,Day1,0,left,16.28600496
6,P04,continuous,Day1,0,right,16.76976818
7,P04,continuous,Day1,0,left,18.52215638
8,P04,continuous,Day1,0,right,14.8008283
9,P04,continuous,Day1,0,left,17.20358019
0,P04,continuous,Day1,1,left,16.23582468
1,P04,continuous,Day1,1,right,18.52188021
2,P04,continuous,Day1,1,right,17.35387664
3,P04,continuous,Day1,1,left,15.56832195
4,P04,continuous,Day1,1,right,14.76736035
5,P04,continuous,Day1,1,left,17.10349733
6,P04,continuous,Day1,1,right,12.68157357
7,P04,continuous,Day1,1,left,17.13690016
8,P04,continuous,Day1,1,right,17.32047726
9,P04,continuous,Day1,1,left,17.4867801
0,P04,continuous,Day1,2,left,17.48728342
1,P04,continuous,Day1,2,right,15.45136091
2,P04,continuous,Day1,2,right,16.235867199999998
3,P04,continuous,Day1,2,left,17.05341856
4,P04,continuous,Day1,2,right,15.80202992
5,P04,continuous,Day1,2,left,20.20721453
6,P04,continuous,Day1,2,right,18.65530575
7,P04,continuous,Day1,2,left,16.10265156
8,P04,continuous,Day1,2,right,18.40506855
9,P04,continuous,Day1,2,left,18.80548079
0,P04,continuous,Day1,3,left,20.60762447
1,P04,continuous,Day1,3,right,18.95561905
2,P04,continuous,Day1,3,right,18.20486033
3,P04,continuous,Day1,3,left,20.85777089
4,P04,continuous,Day1,3,right,20.50750714
5,P04,continuous,Day1,3,left,19.60641404
6,P04,continuous,Day1,3,right,16.13576251
7,P04,continuous,Day1,3,left,19.84011626
8,P04,continuous,Day1,3,right,23.5611337
9,P04,continuous,Day1,3,left,21.90915892
0,P04,continuous,Day1,4,left,15.6017087
1,P04,continuous,Day1,4,right,17.0868348
2,P04,continuous,Day1,4,right,14.51702049
3,P04,continuous,Day1,4,left,14.75110921
4,P04,continuous,Day1,4,right,15.33482849
5,P04,continuous,Day1,4,left,17.82107041
6,P04,continuous,Day1,4,right,17.63745386
7,P04,continuous,Day1,4,left,13.99986555
8,P04,continuous,Day1,4,right,14.88418043
9,P04,continuous,Day1,4,left,13.21546077
0,P04,continuous,Day2,0,left,17.334500604640198
1,P04,continuous,Day2,0,right,18.95545472061349
2,P04,continuous,Day2,0,right,17.57070910008042
3,P04,continuous,Day2,0,left,15.868719133610284
4,P04,continuous,Day2,0,left,18.02115682434305
5,P04,continuous,Day2,0,right,17.33711604824566
6,P04,continuous,Day2,0,right,20.524178489089536
7,P04,continuous,Day2,0,left,19.94020294585789
8,P04,continuous,Day2,0,right,19.75656034691929
9,P04,continuous,Day2,0,left,16.619593916755548
0,P04,continuous,Day2,1,left,16.802954593247705
1,P04,continuous,Day2,1,right,17.453875993192927
2,P04,continuous,Day2,1,right,17.23693168781392
3,P04,continuous,Day2,1,left,18.738824896663576
4,P04,continuous,Day2,1,left,13.582658628300125
5,P04,continuous,Day2,1,right,13.19885798424366
6,P04,continuous,Day2,1,right,14.683846188319874
7,P04,continuous,Day2,1,left,15.968738017814758
8,P04,continuous,Day2,1,right,13.399096469187498
9,P04,continuous,Day2,1,left,15.434875339331484
0,P04,continuous,Day2,2,left,15.234639152669844
1,P04,continuous,Day2,2,right,16.28575943051328
2,P04,continuous,Day2,2,right,16.28577628457424
3,P04,continuous,Day2,2,left,16.602750965565065
4,P04,continuous,Day2,2,left,15.167817403118534
5,P04,continuous,Day2,2,right,15.267965374099731
