,pid,condition,day,block,hand,RT
0,P14,control,Day1,0,left,15.555374799951096
1,P14,control,Day1,0,right,13.198763830863754
2,P14,control,Day1,0,right,14.134227696893506
3,P14,control,Day1,0,left,13.08210688082909
4,P14,control,Day1,0,left,13.899619481162516
5,P14,control,Day1,0,right,12.53143896185793
6,P14,control,Day1,0,left,11.413427557781684
7,P14,control,Day1,0,right,12.464691880857572
8,P14,control,Day1,0,right,14.46707826339116
9,P14,control,Day1,0,left,12.247654411970869
0,P14,control,Day1,1,left,12.281127736190689
1,P14,control,Day1,1,right,11.263235229896965
2,P14,control,Day1,1,right,12.631347949893096
3,P14,control,Day1,1,left,11.179821009820442
4,P14,control,Day1,1,left,11.196548670326592
5,P14,control,Day1,1,right,10.712576504054596
6,P14,control,Day1,1,left,10.345490349907775
7,P14,control,Day1,1,right,8.97715469657851
8,P14,control,Day1,1,right,12.514730453680384
9,P14,control,Day1,1,left,10.412233983472106
0,P14,control,Day1,2,left,12.163983933467536
1,P14,control,Day1,2,right,11.113064352655783
2,P14,control,Day1,2,right,11.580229567698552
3,P14,control,Day1,2,left,11.530189462690036
4,P14,control,Day1,2,left,12.347998158307743
5,P14,control,Day1,2,right,12.114169443128047
6,P14,control,Day1,2,left,10.111827877088217
7,P14,control,Day1,2,right,10.946230549845495
8,P14,control,Day1,2,right,11.063042633890287
9,P14,control,Day1,2,left,8.977146269549849
0,P14,control,Day1,3,left,11.179730610747356
1,P14,control,Day1,3,right,10.228720401006283
2,P14,control,Day1,3,right,11.446740768369635
3,P14,control,Day1,3,left,10.946107208714237
4,P14,control,Day1,3,left,12.080954675591785
5,P14,control,Day1,3,right,11.14641165443754
6,P14,control,Day1,3,left,10.045043640537187
7,P14,control,Day1,3,right,8.476639115382568
8,P14,control,Day1,3,right,9.978266681893727
9,P14,control,Day1,3,left,10.045120632974431
0,P14,control,Day1,4,left,9.577924391123817
1,P14,control,Day1,4,right,9.561162256388343
2,P14,control,Day1,4,right,9.828247108191137
3,P14,control,Day1,4,left,11.112990807640015
4,P14,control,Day1,4,left,9.744852806557901
5,P14,control,Day1,4,right,10.41220678712125
6,P14,control,Day1,4,left,9.861488688999088
