,pid,condition,timing,view,hand,face,angle,response,RT
0,P17,control,pre,0,left,palm,300,True,4.433439411892324
1,P17,control,pre,0,left,back,60,True,1.4797674443543656
2,P17,control,pre,0,right,palm,240,True,1.5193898517027264
3,P17,control,pre,0,left,back,240,True,2.500653478608001
4,P17,control,pre,0,left,back,300,True,1.0425193936680444
5,P17,control,pre,0,right,back,120,True,1.5167165649618255
6,P17,control,pre,0,right,back,0,True,1.106403247627895
7,P17,control,pre,0,left,palm,120,True,1.4970440243778285
8,P17,control,pre,0,left,palm,0,True,1.1841039988503326
9,P17,control,pre,0,right,palm,180,True,1.571235679773963
10,P17,control,pre,0,left,back,180,True,2.4629279212385877
11,P17,control,pre,0,left,back,0,True,0.9982847144274274
12,P17,control,pre,0,right,palm,300,True,1.154371871452895
13,P17,control,pre,0,right,palm,0,True,1.279091672389768
14,P17,control,pre,0,right,back,60,True,1.1909107484680137
15,P17,control,pre,0,right,back,240,True,1.7625685463135596
16,P17,control,pre,0,right,palm,120,True,5.286294492849264
17,P17,control,pre,0,left,palm,240,True,2.313044214373804
18,P17,control,pre,0,left,palm,60,True,1.5581664907222148
19,P17,control,pre,0,right,palm,60,True,1.5623627733148169
20,P17,control,pre,0,right,back,300,True,1.190539192626602
21,P17,control,pre,0,left,palm,180,True,1.8660284588841023
22,P17,control,pre,0,right,back,180,True,2.113833215102204
23,P17,control,pre,0,left,back,120,True,2.4308132399455644
24,P17,control,pre,1,left,palm,60,True,1.1104601010301849
25,P17,control,pre,1,left,palm,300,True,1.2366711049107837
26,P17,control,pre,1,left,back,120,True,1.4936395004478982
27,P17,control,pre,1,left,back,300,True,1.373560699968948
28,P17,control,pre,1,left,palm,180,True,2.2019333160715178
29,P17,control,pre,1,right,palm,0,True,1.7563827162957748
30,P17,control,pre,1,left,palm,0,True,0.7442952773417346
31,P17,control,pre,1,left,palm,120,True,1.1661927095265128
32,P17,control,pre,1,left,back,0,True,0.930637804311118
33,P17,control,pre,1,left,palm,240,True,3.7289147811825383
34,P17,control,pre,1,right,palm,180,True,1.1079082402720817
35,P17,control,pre,1,right,back,300,True,1.0188309857621791
36,P17,control,pre,1,right,back,0,True,0.861122389731463
37,P17,control,pre,1,right,back,60,True,1.0061019426502753
38,P17,control,pre,1,right,palm,300,True,1.5456515710393433
39,P17,control,pre,1,right,palm,120,True,2.2874731292395154
40,P17,control,pre,1,right,back,120,True,1.1976443360326812
41,P17,control,pre,1,left,back,240,True,1.2086270667350618
42,P17,control,pre,1,right,back,180,True,4.187983118346892
43,P17,control,pre,1,right,palm,60,True,2.4197362796403468
44,P17,control,pre,1,right,back,240,True,1.0036071559443371
45,P17,control,pre,1,right,palm,240,True,0.8385141750477487
46,P17,control,pre,1,left,back,180,True,8.400099362450419
47,P17,control,pre,1,left,back,60,True,1.1629785600816829
48,P17,control,pre,2,right,palm,240,True,0.951954766715062
49,P17,control,pre,2,right,palm,300,True,1.1407419012248283
50,P17,control,pre,2,right,back,180,True,1.5541513894713717
51,P17,control,pre,2,left,palm,60,True,1.125580508101848
52,P17,control,pre,2,right,back,120,True,1.5804885691031814
53,P17,control,pre,2,left,palm,240,True,2.783137800477561
54,P17,control,pre,2,left,palm,180,True,2.394020785679458
55,P17,control,pre,2,right,palm,120,True,2.4607162064203294
56,P17,control,pre,2,right,back,60,True,0.8760053074947791
57,P17,control,pre,2,right,back,240,True,4.116462834455889
58,P17,control,pre,2,right,palm,180,True,2.5993865881318925
59,P17,control,pre,2,right,back,300,True,0.6652496472233906
60,P17,control,pre,2,left,palm,120,True,1.3866030757199042
61,P17,control,pre,2,left,back,120,True,6.0776180130196735
62,P17,control,pre,2,left,back,0,True,0.7758323233574629
63,P17,control,pre,2,right,palm,0,True,2.052236153220292
64,P17,control,pre,2,left,back,300,True,1.1638622500904603
65,P17,control,pre,2,left,back,240,True,3.6006985249550785
66,P17,control,pre,2,left,palm,300,True,1.0810880380449817
67,P17,control,pre,2,right,back,0,True,1.5052205509418854
68,P17,control,pre,2,left,palm,0,True,1.0481318019592436
69,P17,control,pre,2,right,palm,60,True,2.4415665253472985
70,P17,control,pre,2,left,back,60,True,1.0566909927292727
71,P17,control,pre,2,left,back,180,True,13.825644936659955
0,P17,control,post,0,left,palm,120,True,1.7130840412673933
1,P17,control,post,0,left,back,120,True,2.847164265090214
2,P17,control,post,0,right,palm,240,True,1.2143818043505235
3,P17,control,post,0,right,back,180,True,3.3131493124692497
4,P17,control,post,0,right,back,0,True,1.0206079261606646
5,P17,control,post,0,left,palm,300,True,1.2628000885606525
6,P17,control,post,0,left,palm,180,True,2.335533427358314
7,P17,control,post,0,right,back,300,True,0.8673267076419506
8,P17,control,post,0,right,back,120,True,2.435738127651348
9,P17,control,post,0,left,palm,0,True,0.9562357362892726
10,P17,control,post,0,right,palm,60,True,1.4325147875279072
11,P17,control,post,0,right,palm,180,True,1.4903908840951772
12,P17,control,post,0,left,back,0,True,1.3132109830294212
13,P17,control,post,0,right,back,240,True,1.335729164352415
14,P17,control,post,0,left,back,180,True,2.221072485507648
15,P17,control,post,0,left,back,240,True,1.2691142345611297
16,P17,control,post,0,right,palm,120,True,1.5497030236956562
17,P17,control,post,0,left,palm,240,True,2.8818805766850346
18,P17,control,post,0,left,back,60,True,0.8799515522214278
19,P17,control,post,0,left,palm,60,True,1.2480987464405189
20,P17,control,post,0,left,back,300,True,0.8734064289074013
21,P17,control,post,0,right,back,60,True,0.6252609507382658
22,P17,control,post,0,right,palm,0,True,1.300679218859841
23,P17,control,post,0,right,palm,300,True,1.0590041698496861
24,P17,control,post,1,left,back,120,True,1.4766372001413401
25,P17,control,post,1,right,palm,300,True,1.0443962911858762
26,P17,control,post,1,right,palm,240,True,0.6218889883957672
27,P17,control,post,1,left,back,300,True,0.8883789682713541
28,P17,control,post,1,right,back,240,True,1.3761318079896228
29,P17,control,post,1,right,back,300,True,0.5878238566237997
30,P17,control,post,1,left,palm,60,True,0.7832697347703288
31,P17,control,post,1,left,palm,180,True,1.979218170522472
32,P17,control,post,1,left,back,240,True,0.9263825888310748
33,P17,control,post,1,right,palm,120,True,2.1643597025404233
34,P17,control,post,1,left,back,0,True,0.6886709266591424
35,P17,control,post,1,right,back,180,True,2.2244827525446453
36,P17,control,post,1,left,back,180,True,1.8741644788306075
37,P17,control,post,1,right,palm,0,True,1.0102913225309749
38,P17,control,post,1,left,palm,0,True,0.6448231587119153
39,P17,control,post,1,right,back,120,True,2.390969131777638
40,P17,control,post,1,left,palm,120,True,1.0488227817941151
41,P17,control,post,1,right,palm,60,True,0.8175309865837335
42,P17,control,post,1,right,back,0,True,0.7319644256631364
43,P17,control,post,1,left,palm,300,True,1.1632641882506505
44,P17,control,post,1,right,back,60,True,0.8160060766567767
