,counter,C4,C3
0,1.0,1545.3044595588012,1886.0871568226019
1,1.0,1115.009676540293,322.3177609763686
2,1.0,1352.5050567334263,693.253875192301
3,1.0,1012.3774055100909,831.8440538855278
4,1.0,1432.940620072813,448.49634873385304
