,counter,C4,C3
0,1.0,1468.6622385148946,905.729310044442
1,1.0,605.3620509303782,446.50541768798104
2,1.0,972.5622900909622,537.4046767658565
3,1.0,1506.3233530150615,691.8322250367216
4,1.0,1410.9358635973836,1311.3848067135777
