,pid,condition,day,block,hand,RT
2,P16,continuous,Day2,0,right,13.816189415345436
3,P16,continuous,Day2,0,left,15.30128926038742
4,P16,continuous,Day2,0,left,12.631562940019649
5,P16,continuous,Day2,0,right,11.296582375827713
6,P16,continuous,Day2,0,right,13.015242599125486
7,P16,continuous,Day2,0,left,15.63501381268725
8,P16,continuous,Day2,0,right,13.549339166842401
9,P16,continuous,Day2,0,left,11.296557094727175
0,P16,continuous,Day2,1,left,11.797157329740006
1,P16,continuous,Day2,1,right,11.613644372788258
2,P16,continuous,Day2,1,right,12.51470441778656
3,P16,continuous,Day2,1,left,11.680416019982657
4,P16,continuous,Day2,1,left,12.014154744974803
5,P16,continuous,Day2,1,right,10.512435245851519
6,P16,continuous,Day2,1,right,8.359804707230069
7,P16,continuous,Day2,1,left,10.946124021545986
8,P16,continuous,Day2,1,right,13.082078981329687
9,P16,continuous,Day2,1,left,13.215578225150239
0,P16,continuous,Day2,2,left,10.862723910307977
1,P16,continuous,Day2,2,right,10.62912101385882
2,P16,continuous,Day2,2,right,14.60055641445797
3,P16,continuous,Day2,2,left,12.180911683128214
4,P16,continuous,Day2,2,left,14.733931550988927
5,P16,continuous,Day2,2,right,12.264310645172372
6,P16,continuous,Day2,2,right,13.599374713667205
7,P16,continuous,Day2,2,left,12.84852358268108
8,P16,continuous,Day2,2,right,9.744733100349551
9,P16,continuous,Day2,2,left,13.732692776189651
0,P16,continuous,Day2,3,left,11.196510899229905
1,P16,continuous,Day2,3,right,11.563478972995654
2,P16,continuous,Day2,3,right,9.961521371733395
3,P16,continuous,Day2,3,left,12.181034258217553
4,P16,continuous,Day2,3,left,15.434839449531864
5,P16,continuous,Day2,3,right,13.565950010786764
6,P16,continuous,Day2,3,right,12.548093497287484
7,P16,continuous,Day2,3,left,12.748417631839402
8,P16,continuous,Day2,3,right,11.380113872291984
9,P16,continuous,Day2,3,left,13.465834483737126
0,P16,continuous,Day2,4,left,10.028481478104368
1,P16,continuous,Day2,4,right,11.997445840970615
2,P16,continuous,Day2,4,right,12.948437626881061
3,P16,continuous,Day2,4,left,15.084493328118697
4,P16,continuous,Day2,4,left,12.981887227797413
5,P16,continuous,Day2,4,right,12.414655157830564
6,P16,continuous,Day2,4,right,11.146605971560348
7,P16,continuous,Day2,4,left,15.568336395139339
8,P16,continuous,Day2,4,right,13.315612163161859
9,P16,continuous,Day2,4,left,12.481347897322848
0,P16,continuous,Day3,0,right,10.655669886687974
1,P16,continuous,Day3,0,left,12.164275237937545
2,P16,continuous,Day3,0,left,9.494558620230237
3,P16,continuous,Day3,0,right,12.080844067917496
4,P16,continuous,Day3,0,right,10.762648512263695
5,P16,continuous,Day3,0,left,12.698126859933836
6,P16,continuous,Day3,0,left,15.751952679856913
7,P16,continuous,Day3,0,right,16.319167346893664
8,P16,continuous,Day3,0,right,14.717383801613323
9,P16,continuous,Day3,0,left,13.232249679484084
0,P16,continuous,Day3,1,right,11.446813677703176
1,P16,continuous,Day3,1,left,11.363355694364145
2,P16,continuous,Day3,1,left,13.766366370276955
3,P16,continuous,Day3,1,right,13.515921556489047
4,P16,continuous,Day3,1,right,15.851877104603773
5,P16,continuous,Day3,1,left,15.267917137658515
6,P16,continuous,Day3,1,left,12.648260983980435
7,P16,continuous,Day3,1,right,14.26680055450197
8,P16,continuous,Day3,1,right,14.61726057526539
9,P16,continuous,Day3,1,left,17.30374394354294
0,P16,continuous,Day3,2,right,14.233517949407542
1,P16,continuous,Day3,2,left,14.266778720797447
2,P16,continuous,Day3,2,left,15.751812867558328
3,P16,continuous,Day3,2,right,14.650597573086998
4,P16,continuous,Day3,2,right,16.853174869178474
5,P16,continuous,Day3,2,left,15.81864774310452
6,P16,continuous,Day3,2,left,14.01654266783953
7,P16,continuous,Day3,2,right,15.935482561191748
8,P16,continuous,Day3,2,right,15.701833992621687
9,P16,continuous,Day3,2,left,14.917619912030204
0,P16,continuous,Day3,3,right,16.736363416981476
1,P16,continuous,Day3,3,left,12.4645736701641
2,P16,continuous,Day3,3,left,12.314496850012802
3,P16,continuous,Day3,3,right,12.698387332162383
4,P16,continuous,Day3,3,right,13.048227965296974
5,P16,continuous,Day3,3,left,12.91533503431856
6,P16,continuous,Day3,3,left,13.532604802723654
7,P16,continuous,Day3,3,right,14.15011512489582
8,P16,continuous,Day3,3,right,14.30015478945279
9,P16,continuous,Day3,3,left,11.863880660817813
0,P16,continuous,Day3,4,right,11.863979870093317
1,P16,continuous,Day3,4,left,14.550442170759197
2,P16,continuous,Day3,4,left,9.995061369936593
3,P16,continuous,Day3,4,right,14.900810643201112
4,P16,continuous,Day3,4,right,11.730498195272958
5,P16,continuous,Day3,4,left,13.532605951866572
6,P16,continuous,Day3,4,left,13.666088392783422
7,P16,continuous,Day3,4,right,10.212002943335392
8,P16,continuous,Day3,4,right,13.215652235863672
9,P16,continuous,Day3,4,left,12.397970155245275
