,pid,condition,timing,view,hand,face,angle,response,RT
0,P05,continuous,pre,0,right,palm,120,False,1.4463893022606271
1,P05,continuous,pre,0,left,palm,0,False,2.6155570749756407
2,P05,continuous,pre,0,right,back,0,True,1.5524741969896922
3,P05,continuous,pre,0,left,palm,60,True,1.9719414167763036
4,P05,continuous,pre,0,left,back,180,True,1.7192195798356806
5,P05,continuous,pre,0,left,palm,300,True,1.2679659624345732
6,P05,continuous,pre,0,right,palm,180,True,1.2276533193904695
7,P05,continuous,pre,0,left,back,120,True,1.2695644179887042
8,P05,continuous,pre,0,right,back,120,True,1.1574974766772357
9,P05,continuous,pre,0,right,palm,0,True,1.4100649456360088
10,P05,continuous,pre,0,right,palm,300,True,0.6605631941531556
11,P05,continuous,pre,0,left,back,300,True,0.9020192327949416
12,P05,continuous,pre,0,right,back,240,True,0.7162777780969236
13,P05,continuous,pre,0,right,back,180,False,1.00286749060092
14,P05,continuous,pre,0,left,palm,180,True,2.037788362646097
15,P05,continuous,pre,0,left,back,0,True,0.8460284718910316
16,P05,continuous,pre,0,left,palm,240,True,1.6956989556221058
17,P05,continuous,pre,0,right,palm,240,True,0.7337562173332799
18,P05,continuous,pre,0,left,back,60,True,0.6436466850145734
19,P05,continuous,pre,0,right,back,300,True,0.6936546332419766
20,P05,continuous,pre,0,right,back,60,True,0.6536840512593471
21,P05,continuous,pre,0,right,palm,60,True,1.2062474982236608
22,P05,continuous,pre,0,left,palm,120,True,1.5520945973121345
23,P05,continuous,pre,0,left,back,240,True,1.3405997368465703
24,P05,continuous,pre,1,right,palm,120,True,1.897647516226812
25,P05,continuous,pre,1,right,back,0,True,0.7046856236676149
26,P05,continuous,pre,1,right,palm,300,True,1.5042681023272737
27,P05,continuous,pre,1,right,palm,60,True,1.654290031773712
28,P05,continuous,pre,1,left,palm,120,True,1.0152563830012014
29,P05,continuous,pre,1,left,back,180,True,1.5540075345364812
30,P05,continuous,pre,1,right,palm,240,True,0.7582382897712705
31,P05,continuous,pre,1,right,palm,180,True,1.4753714120456607
32,P05,continuous,pre,1,left,back,0,True,0.6433138170834809
33,P05,continuous,pre,1,left,back,240,False,0.5411474942017094
34,P05,continuous,pre,1,right,back,120,False,1.2839014879465367
35,P05,continuous,pre,1,right,palm,0,True,1.3790128493150178
36,P05,continuous,pre,1,right,back,60,True,0.6149759925230001
37,P05,continuous,pre,1,right,back,240,True,1.3454345573603632
38,P05,continuous,pre,1,left,palm,180,True,1.3426559336868422
39,P05,continuous,pre,1,right,back,180,True,1.772029900656662
40,P05,continuous,pre,1,right,back,300,True,0.5358756169451908
41,P05,continuous,pre,1,left,back,120,True,1.1186653106799442
42,P05,continuous,pre,1,left,palm,300,False,1.3327545491631554
43,P05,continuous,pre,1,left,back,60,True,1.0426534438806812
44,P05,continuous,pre,1,left,palm,240,True,1.8121284203712091
45,P05,continuous,pre,1,left,palm,0,True,1.8459694826374289
46,P05,continuous,pre,1,left,back,300,True,1.2552936151794256
47,P05,continuous,pre,1,left,palm,60,True,1.5838472867816336
48,P05,continuous,pre,2,left,back,0,True,0.7308147986417453
49,P05,continuous,pre,2,right,palm,0,True,1.6980830407810572
50,P05,continuous,pre,2,right,palm,180,True,1.0086710372340804
51,P05,continuous,pre,2,right,back,60,True,0.539559380919286
52,P05,continuous,pre,2,left,back,60,True,0.6171310155152696
53,P05,continuous,pre,2,left,back,120,True,0.7076477269026782
54,P05,continuous,pre,2,right,palm,60,True,0.938942675086082
55,P05,continuous,pre,2,left,back,240,True,0.7686502760811891
56,P05,continuous,pre,2,left,palm,240,True,1.2937726117492048
57,P05,continuous,pre,2,right,back,240,True,0.6608830384827797
58,P05,continuous,pre,2,right,back,0,True,0.57499008865625
59,P05,continuous,pre,2,left,palm,0,True,0.9319455536850684
60,P05,continuous,pre,2,right,palm,300,True,1.5062561167834474
61,P05,continuous,pre,2,left,palm,180,True,1.5283180976348376
62,P05,continuous,pre,2,left,palm,60,True,0.8139455958202007
63,P05,continuous,pre,2,right,palm,240,True,0.5210907649259298
64,P05,continuous,pre,2,right,back,300,True,0.6158229096640753
65,P05,continuous,pre,2,left,palm,120,True,0.8432785767502082
66,P05,continuous,pre,2,right,back,180,True,1.5409896787957678
67,P05,continuous,pre,2,left,back,300,True,0.5858801177486157
68,P05,continuous,pre,2,right,back,120,False,0.4939216170715781
69,P05,continuous,pre,2,right,palm,120,True,1.1173173679302408
70,P05,continuous,pre,2,left,back,180,True,1.1555033334673226
71,P05,continuous,pre,2,left,palm,300,True,0.94429077871564
0,P05,continuous,post,0,right,back,0,True,1.135788386232889
1,P05,continuous,post,0,right,back,180,False,1.0212166121527844
2,P05,continuous,post,0,left,palm,120,True,1.1271483691944013
3,P05,continuous,post,0,left,back,180,True,1.4292973033852832
4,P05,continuous,post,0,right,back,240,True,0.9351516082433591
5,P05,continuous,post,0,left,back,300,True,0.5887415475799571
6,P05,continuous,post,0,right,back,300,True,0.49698369328962144
7,P05,continuous,post,0,right,back,60,True,0.7128588627401768
8,P05,continuous,post,0,left,palm,60,True,1.3434176944147111
9,P05,continuous,post,0,left,back,60,True,0.8355646482496013
10,P05,continuous,post,0,left,back,0,True,0.7096987217328206
11,P05,continuous,post,0,right,palm,240,True,0.772716146941093
12,P05,continuous,post,0,right,palm,300,True,0.6420081183059665
13,P05,continuous,post,0,right,back,120,True,0.7881004794598994
14,P05,continuous,post,0,right,palm,180,False,0.8872289317232571
15,P05,continuous,post,0,left,back,240,True,1.5429076285045085
16,P05,continuous,post,0,left,palm,300,True,1.0361451182716337
17,P05,continuous,post,0,left,palm,180,True,1.3973802622567746
18,P05,continuous,post,0,left,palm,240,True,1.056343207401369
19,P05,continuous,post,0,right,palm,60,True,0.7053312153366278
20,P05,continuous,post,0,right,palm,120,True,1.0805529518975163
21,P05,continuous,post,0,right,palm,0,True,0.792760634066326
22,P05,continuous,post,0,left,back,120,True,0.8450496678406125
23,P05,continuous,post,0,left,palm,0,True,0.854218673331161
24,P05,continuous,post,1,left,back,180,True,1.159207520905511
25,P05,continuous,post,1,left,palm,0,True,0.9966219050247673
26,P05,continuous,post,1,left,palm,60,True,0.7362128793556622
27,P05,continuous,post,1,right,back,300,True,0.5980476840377378
28,P05,continuous,post,1,left,back,60,True,0.5781981680374884
29,P05,continuous,post,1,left,back,300,True,0.5588776404892997
30,P05,continuous,post,1,right,back,60,True,0.5484158500412377
31,P05,continuous,post,1,left,palm,300,True,0.9943760981486776
32,P05,continuous,post,1,right,back,0,True,0.46996314701027586
33,P05,continuous,post,1,right,palm,60,True,0.7988587485915559
34,P05,continuous,post,1,right,palm,180,True,0.7780278651653134
35,P05,continuous,post,1,right,palm,120,False,1.2225141468979928
36,P05,continuous,post,1,right,palm,0,True,0.7604689725858407
37,P05,continuous,post,1,right,back,180,False,1.206263361172205
38,P05,continuous,post,1,left,palm,180,True,1.2889675072392492
39,P05,continuous,post,1,right,back,120,True,1.0400905064389008
40,P05,continuous,post,1,right,palm,240,True,0.7456856414301001
41,P05,continuous,post,1,left,back,240,True,0.9914404229148204
42,P05,continuous,post,1,left,palm,120,True,1.2910865254270902
43,P05,continuous,post,1,left,back,0,True,0.6661810902523939
44,P05,continuous,post,1,left,palm,240,True,1.114925326825869
45,P05,continuous,post,1,right,palm,300,True,0.5536927109533281
46,P05,continuous,post,1,left,back,120,True,0.687068281646134
47,P05,continuous,post,1,right,back,240,True,1.0955622810161003
48,P05,continuous,post,2,left,back,60,True,0.5521080438802528
49,P05,continuous,post,2,left,back,120,True,0.8458724536449154
50,P05,continuous,post,2,right,palm,120,True,0.9517268351128223
51,P05,continuous,post,2,left,palm,180,True,1.1166609145711845
52,P05,continuous,post,2,right,back,0,True,0.5468085831726057
53,P05,continuous,post,2,left,palm,120,True,1.5128089133595495
54,P05,continuous,post,2,right,palm,60,True,0.8631582334319319
55,P05,continuous,post,2,left,palm,0,True,1.1608653500297805
56,P05,continuous,post,2,left,palm,240,True,0.9495656817116469
57,P05,continuous,post,2,right,back,240,True,0.5864578190121392
58,P05,continuous,post,2,left,back,180,False,1.8551418175520666
59,P05,continuous,post,2,left,back,240,True,0.9025198006775099
60,P05,continuous,post,2,left,palm,60,True,1.2294473047440988
61,P05,continuous,post,2,right,back,300,True,0.6553707266748461
62,P05,continuous,post,2,right,palm,180,True,1.408758685121029
63,P05,continuous,post,2,right,back,180,True,1.9704670458586406
64,P05,continuous,post,2,right,palm,300,True,0.5574550024648488
65,P05,continuous,post,2,left,back,300,True,0.6749785397696542
66,P05,continuous,post,2,left,palm,300,True,0.7715681538993522
67,P05,continuous,post,2,right,back,120,True,0.9446684207678118
68,P05,continuous,post,2,right,palm,0,True,1.117924587926609
69,P05,continuous,post,2,right,back,60,True,0.6519095104158623
70,P05,continuous,post,2,right,palm,240,True,0.6452609567832042
71,P05,continuous,post,2,left,back,0,True,0.6309077878513563
