,pid,condition,ques_num,response
0,P03,continuous,1,1
1,P03,continuous,2,1
2,P03,continuous,3,1
3,P03,continuous,4,1
4,P03,continuous,5,1
5,P03,continuous,6,1
6,P03,continuous,7,1
7,P03,continuous,8,1
8,P03,continuous,9,1
9,P03,continuous,10,1
