,pid,condition,timing,view,hand,face,angle,response,RT
0,P13,control,pre,0,left,palm,0,True,0.8314562755695079
1,P13,control,pre,0,left,palm,120,True,2.6899813302879916
2,P13,control,pre,0,right,back,120,True,1.1516701230284525
3,P13,control,pre,0,right,back,60,True,0.7802271928085247
4,P13,control,pre,0,left,back,60,True,1.5446448886650614
5,P13,control,pre,0,right,palm,300,True,1.1022995840903604
6,P13,control,pre,0,left,back,120,True,1.7171159935096512
7,P13,control,pre,0,right,back,240,True,0.8911112421919825
8,P13,control,pre,0,left,back,300,True,1.0668776999955298
9,P13,control,pre,0,right,palm,120,False,2.9468307844217634
10,P13,control,pre,0,right,back,0,True,0.8302780231460929
11,P13,control,pre,0,right,palm,240,True,0.8407689131418009
12,P13,control,pre,0,right,palm,60,True,3.066370928878314
13,P13,control,pre,0,right,palm,180,True,1.2807868244126441
14,P13,control,pre,0,left,back,240,True,1.232742010979564
15,P13,control,pre,0,right,back,300,True,0.7627456958871335
16,P13,control,pre,0,left,palm,180,True,1.5038136154762467
17,P13,control,pre,0,left,back,180,True,2.838224715262186
18,P13,control,pre,0,left,back,0,True,2.5902021951769707
19,P13,control,pre,0,right,palm,0,True,1.799993947861367
20,P13,control,pre,0,right,back,180,True,2.321841413955553
21,P13,control,pre,0,left,palm,300,True,2.654610008394229
22,P13,control,pre,0,left,palm,60,False,1.8054362789844165
23,P13,control,pre,0,left,palm,240,False,3.070686335879145
24,P13,control,pre,1,left,back,60,True,1.1324752570799321
25,P13,control,pre,1,right,back,120,True,0.7873415239009773
26,P13,control,pre,1,right,back,0,True,0.6552255648566643
27,P13,control,pre,1,right,palm,0,True,1.7363928315171506
28,P13,control,pre,1,left,back,0,True,1.1010397426580312
29,P13,control,pre,1,right,back,300,True,0.7156910588382743
30,P13,control,pre,1,right,palm,120,True,2.9222594714083243
31,P13,control,pre,1,left,back,120,True,1.1991028274205746
32,P13,control,pre,1,left,palm,60,True,2.3543923611287028
33,P13,control,pre,1,left,back,180,True,3.4375189129350474
34,P13,control,pre,1,left,palm,240,True,2.9965820720099146
35,P13,control,pre,1,right,back,240,True,1.5494276129320497
36,P13,control,pre,1,left,back,300,True,1.1463699023152003
37,P13,control,pre,1,right,palm,300,True,1.9277244023105595
38,P13,control,pre,1,right,palm,60,False,2.0530198272754205
39,P13,control,pre,1,left,palm,180,True,2.2132437718537403
40,P13,control,pre,1,left,palm,300,True,2.550781300873496
41,P13,control,pre,1,right,palm,180,True,1.6585534768091748
42,P13,control,pre,1,left,back,240,True,1.6751221728191013
43,P13,control,pre,1,right,back,60,True,1.2507831395050744
44,P13,control,pre,1,right,back,180,True,2.859902108524693
45,P13,control,pre,1,left,palm,120,True,3.0586192076589214
46,P13,control,pre,1,left,palm,0,True,3.2971168821823085
47,P13,control,pre,1,right,palm,240,True,2.989922417677008
48,P13,control,pre,2,left,palm,180,True,2.2953111988317687
49,P13,control,pre,2,left,back,60,True,1.109259164208197
50,P13,control,pre,2,left,palm,120,True,1.1400369870243594
51,P13,control,pre,2,right,back,0,True,0.945490886166226
52,P13,control,pre,2,right,palm,0,True,2.1430465869343607
53,P13,control,pre,2,right,back,120,True,2.1472248631180264
54,P13,control,pre,2,left,palm,0,True,1.5201532494247658
55,P13,control,pre,2,right,palm,180,True,1.3177320862305348
56,P13,control,pre,2,right,palm,240,True,1.2115924564277518
57,P13,control,pre,2,right,back,300,True,1.0461517953808652
58,P13,control,pre,2,right,back,240,True,1.127583364432212
59,P13,control,pre,2,left,palm,300,True,1.4376675351668382
60,P13,control,pre,2,left,back,300,True,1.8549259455321592
61,P13,control,pre,2,right,back,180,True,1.9434749100473707
62,P13,control,pre,2,left,back,120,True,1.5317327588563785
63,P13,control,pre,2,right,palm,120,True,2.6013274109136546
64,P13,control,pre,2,right,palm,300,True,1.1794961859995965
65,P13,control,pre,2,left,palm,60,True,1.9670315316616325
66,P13,control,pre,2,left,back,0,True,1.0035634858213598
67,P13,control,pre,2,right,back,60,True,0.8224359028390609
68,P13,control,pre,2,left,palm,240,True,2.968842194619356
69,P13,control,pre,2,left,back,240,True,3.154683170374483
70,P13,control,pre,2,right,palm,60,True,1.8124889395257924
71,P13,control,pre,2,left,back,180,True,2.7586218123760773
