-27.275966831883235,-26.761065895345563,-27.257989737313203,-28.966122212953763,-26.93565610935048,-22.871819647070467,-20.901510788559868,-12.365099505898959,-13.710382123172545,-5.439579674661536,-6.345506876721647,-7.751975879652839,1.3898710272848454,1.0201541313004159,6.518598127260204,11.405752384445167,6.840194728939471,17.55464325614817,24.89007959105979,27.131543388938503,20.132535230925875,25.25660560221501,24.805244170750555,25.976258977949758,23.77129781844355,24.85595980529654,24.058239466320842,22.54144984241309,23.175888267454184,23.724379283740245,26.98564821443983,34.13054072912903,35.69821653961471,36.145220804272626,35.44416490509575,39.62357614486529,46.342331013472425,45.84509120096883,49.59231204977244,54.87259026631673,52.69230940185734,59.78850445203241,52.31879574046507,56.421967396708474,49.10223357383163,47.80871012593984,61.744183470523495,59.52243750966164,49.54554601321613,44.06783045493401,44.10591098585513,35.36329174736974,28.671887267238372,24.442272589413967,17.70167793650348,25.316734952452286,39.57672785186169,51.91778850324495,63.91957077169085,66.76158689263583,65.59563517357955,63.14851410075104,57.65417882290533,54.59468005304395,58.70575555692555,61.86943746733057,57.054485343119794,55.35894259490084,47.32046348817429,42.40198874352937,45.03924203173255,44.38040149862437,41.902588328036984,42.185993608467044,30.563118174125893,26.22544234902956,27.7834825305806,27.50868841668828,33.56349770498234,31.820394899592884,34.94427840666766,44.262882033167756,48.626157933638304,43.97086607373418,38.651377272357834
-22.07251216755485,-24.891865024005714,-23.35131933555075,-21.760789961571845,-20.1612192103683,-19.573277624889045,-17.99306500973685,-14.070813974495355,-8.039389620209526,-9.846096766470172,-11.54395589018324,-8.458400254532286,-17.65206915078347,-20.46960790855299,-24.71762855167844,-23.433489772169374,-18.088861077980123,-30.00320098618919,-26.352880590512417,-33.6876131172028,-33.76355424414254,-37.03409892031963,-38.04684630461378,-42.241362871292395,-45.93744036622184,-49.49864068911372,-45.68053894703106,-49.33551700692452,-49.70630572995993,-49.94826088328272,-50.65137399974037,-51.36861846412586,-52.69799607908755,-49.19724962470838,-50.05165022123659,-47.857433570155706,-49.294327354409866,-46.788982543094185,-38.26895354425785,-39.47213807990813,-50.189119980325884,-50.505761063571654,-47.29995531261126,-53.53105094775928,-49.35539004322882,-51.04012710717337,-49.56439906922708,-49.913171393753046,-48.765749547880276,-48.78084095009869,-48.80733584480071,-50.04502099770492,-46.21851953821299,-32.61196656406559,-24.4344624954379,-22.121532212123736,-39.487650468286375,-29.937923380148046,-36.81964509477456,-33.740350524330374,-38.72986297894016,-40.09929116188194,-44.79905225905656,-48.92789684497179,-38.763433984472584,-43.151650615347414,-43.14861979491985,-46.77698028588436,-43.46206200222849,-42.308182155626525,-48.01504087013579,-49.58818778416447,-50.72007584784718,-49.76582227229973,-48.739332015012344,-48.64928048659481,-39.25337117079703,-36.877254179861765,-24.36632958548004,-29.36092292945517,-34.30744747221662,-38.83997950328007,-39.85337225306957,-38.035596696642415,-38.20684620658313,-37.773294153266335,-35.248695478810696,-34.51111559196216,-28.593897960655905,-30.571684552926587,-27.666810074882264,-29.875176704168076,-33.62068211931833,-31.22955357321932,-31.582489577639855,-36.87673485158876,-36.389564345136186,-32.63637216814279,-31.408808267027855,-28.202056737468702,-31.22518883896752,-29.557371280273895,-30.631889730115084,-27.84828555987006,-26.78539902531451,-25.904771825707545,-27.90876794290565,-25.719593947181135,-26.91117187539515,-21.431098691231917,-26.810836602752342,-31.455735493748314,-41.354338571657486,-44.49510921172538,-43.74659473550216
