,day,block,trial,C4,C3
5,Day1,2,2,,
6,Day1,2,2,,
7,Day1,2,2,,
8,Day1,2,2,927.6814469580667,488.61104585731374
9,Day1,2,2,533.92840718804,541.1063506285692
0,Day1,2,3,,
1,Day1,2,3,,
2,Day1,2,3,1513.8119162924345,942.7391843746353
3,Day1,2,3,,
4,Day1,2,3,2079.1124028232393,1214.0162414326026
5,Day1,2,3,,
6,Day1,2,3,,
7,Day1,2,3,,
8,Day1,2,3,,
9,Day1,2,3,2146.9490545588496,1516.979777684102
0,Day1,2,4,,
1,Day1,2,4,,
2,Day1,2,4,6192.405099045442,856.7901929633804
3,Day1,2,4,,
4,Day1,2,4,,
5,Day1,2,4,876.1318590678044,421.5517886747204
6,Day1,2,4,904.5214953866333,1414.4298952057156
7,Day1,2,4,,
8,Day1,2,4,619.204818182587,980.7958211230667
9,Day1,2,4,386.22598550774,632.0650272159128
0,Day1,2,5,500.0411236155951,505.0876925596256
1,Day1,2,5,,
2,Day1,2,5,,
3,Day1,2,5,2203.9145275878877,3202.3720060055766
4,Day1,2,5,,
5,Day1,2,5,1023.1086539491237,769.5168562840303
6,Day1,2,5,,
7,Day1,2,5,329.2425668546316,1035.6352583615871
8,Day1,2,5,423.0136256349074,226.69447347501026
9,Day1,2,5,366.09205428672027,550.1010146611527
0,Day1,2,6,,
1,Day1,2,6,,
2,Day1,2,6,,
3,Day1,2,6,459.2575190261425,436.5733943764842
4,Day1,2,6,,
5,Day1,2,6,,
6,Day1,2,6,640.7508218846051,1143.4023821161709
7,Day1,2,6,,
8,Day1,2,6,1940.015280911693,1400.1778838394025
9,Day1,2,6,,
0,Day1,2,7,,
1,Day1,2,7,4410.179683132423,1927.46004133138
2,Day1,2,7,7730.497682876618,3793.6966423426693
3,Day1,2,7,,
4,Day1,2,7,555.3115969638881,888.8681621031977
5,Day1,2,7,2388.477040463516,1006.4183124109557
6,Day1,2,7,779.247405757874,859.0173747030342
7,Day1,2,7,,
8,Day1,2,7,649.9716605617681,1207.0603555439784
9,Day1,2,7,732.3421647428563,1227.7369491784573
0,Day1,2,8,,
1,Day1,2,8,1442.5214249631854,769.1868997826158
2,Day1,2,8,,
3,Day1,2,8,6396.362221149167,2704.81909407706
4,Day1,2,8,1999.4527334890647,2410.6112623619433
5,Day1,2,8,539.1856994370372,1791.3101063118365
6,Day1,2,8,,
7,Day1,2,8,,
8,Day1,2,8,1429.1083835196575,2373.1915244940265
9,Day1,2,8,1362.2302819339525,994.6429350700136
0,Day1,2,9,,
1,Day1,2,9,,
2,Day1,2,9,,
3,Day1,2,9,,
4,Day1,2,9,3159.577768820789,3901.9840887604796
5,Day1,2,9,987.2529618387653,1140.78662057307
6,Day1,2,9,,
7,Day1,2,9,,
8,Day1,2,9,2228.98905554716,1200.7222970518408
9,Day1,2,9,1694.4356413985895,1081.1530291078907
0,Day1,3,0,,
1,Day1,3,0,,
2,Day1,3,0,,
3,Day1,3,0,,
4,Day1,3,0,557.5739103437079,711.603417314506
5,Day1,3,0,,
6,Day1,3,0,,
7,Day1,3,0,,
8,Day1,3,0,544.6015636706603,645.5843413459604
9,Day1,3,0,537.3286944788916,798.1589638647023
0,Day1,3,1,,
1,Day1,3,1,5841.201532468501,5466.701811099026
2,Day1,3,1,868.1311922565179,757.3080409849189
3,Day1,3,1,,
4,Day1,3,1,,
5,Day1,3,1,,
6,Day1,3,1,540.8607909525534,600.1275320785397
7,Day1,3,1,,
8,Day1,3,1,516.3963581715897,426.7927366897069
9,Day1,3,1,,
0,Day1,3,2,,
1,Day1,3,2,690.7892694471751,1211.2510483041315
2,Day1,3,2,1472.0101240221716,1100.206992969938
3,Day1,3,2,,
4,Day1,3,2,,
5,Day1,3,2,,
6,Day1,3,2,,
7,Day1,3,2,,
8,Day1,3,2,,
9,Day1,3,2,,
0,Day1,3,3,,
1,Day1,3,3,347.08206270513875,1165.797327946533
2,Day1,3,3,556.0684558929427,588.0178223670404
3,Day1,3,3,,
4,Day1,3,3,,
5,Day1,3,3,,
6,Day1,3,3,,
7,Day1,3,3,,
8,Day1,3,3,,
9,Day1,3,3,,
0,Day1,3,4,692.5648195599845,742.5285685542191
1,Day1,3,4,,
2,Day1,3,4,,
3,Day1,3,4,,
4,Day1,3,4,,
5,Day1,3,4,339.5546942974306,350.51337187049074
6,Day1,3,4,,
7,Day1,3,4,536.4398259786834,1398.4287437737432
8,Day1,3,4,1005.0200568295752,1093.5151104439333
9,Day1,3,4,495.3813973398726,319.6336961351331
0,Day1,3,5,384.4696757538646,623.404545159396
1,Day1,3,5,,
2,Day1,3,5,,
3,Day1,3,5,,
4,Day1,3,5,,
5,Day1,3,5,,
6,Day1,3,5,,
7,Day1,3,5,1093.2899907143603,892.0662518299788
8,Day1,3,5,,
9,Day1,3,5,567.1583908370224,506.78573026579437
0,Day1,3,6,,
1,Day1,3,6,865.0585662422283,7833.688499967523
2,Day1,3,6,463.36791853266885,490.1277620392985
3,Day1,3,6,1123.5579742523128,814.4693512357973
4,Day1,3,6,2760.777122454637,1483.171734917084
5,Day1,3,6,2148.778160787575,813.2638564790224
6,Day1,3,6,4504.458710137555,949.5058693494012
7,Day1,3,6,,
8,Day1,3,6,1047.5482096696894,1427.086514557488
9,Day1,3,6,255.6303448709997,790.6948387438811
0,Day1,3,7,,
1,Day1,3,7,,
2,Day1,3,7,840.6321073615574,526.4795839176438
3,Day1,3,7,,
4,Day1,3,7,,
5,Day1,3,7,1864.608542263779,1391.2282660556634
6,Day1,3,7,,
7,Day1,3,7,886.6710610813091,1222.7668353566075
8,Day1,3,7,998.7986077043747,1628.478378453608
9,Day1,3,7,722.0841783616588,1430.2087461904132
0,Day1,3,8,1043.2158867226112,1530.891002383115
1,Day1,3,8,,
2,Day1,3,8,975.058423256942,1001.5368488311104
3,Day1,3,8,,
4,Day1,3,8,1109.6744009200017,1063.3852040014474
5,Day1,3,8,,
6,Day1,3,8,564.7785624072562,823.0519899687711
7,Day1,3,8,,
8,Day1,3,8,,
9,Day1,3,8,,
0,Day1,3,9,,
1,Day1,3,9,,
2,Day1,3,9,,
3,Day1,3,9,,
4,Day1,3,9,1199.4859462322324,1139.7275348720707
5,Day1,3,9,,
6,Day1,3,9,,
7,Day1,3,9,,
8,Day1,3,9,,
9,Day1,3,9,706.6831172156767,1130.3464061340233
0,Day1,4,0,,
1,Day1,4,0,,
2,Day1,4,0,,
3,Day1,4,0,,
4,Day1,4,0,697.2019667200336,629.2809267752467
5,Day1,4,0,457.62568811767403,702.5060437849531
6,Day1,4,0,688.3893520722902,1636.897865067321
7,Day1,4,0,865.9937211748711,888.1171764376785
8,Day1,4,0,206.27338857834846,455.75658038452315
9,Day1,4,0,606.5803421624264,1039.8766849161848
0,Day1,4,1,,
1,Day1,4,1,760.6591400351707,991.7420435841452
2,Day1,4,1,,
3,Day1,4,1,,
4,Day1,4,1,,
5,Day1,4,1,,
6,Day1,4,1,,
7,Day1,4,1,1074.0854993494106,2339.3477203578136
8,Day1,4,1,789.9301247742192,750.0274179527942
9,Day1,4,1,283.7668767147886,426.0025634415508
0,Day1,4,2,1060.7674386087629,939.7926625142039
1,Day1,4,2,,
2,Day1,4,2,1154.2653014619616,557.1514145759719
3,Day1,4,2,,
4,Day1,4,2,922.6615485144298,1512.1760712812393
5,Day1,4,2,297.14139764026766,994.863791307008
6,Day1,4,2,,
7,Day1,4,2,281.34238545116216,563.4035771001945
8,Day1,4,2,629.5830171103987,652.580064621262
9,Day1,4,2,332.2227145217952,1165.9387077651618
0,Day1,4,3,,
1,Day1,4,3,1970.7716761890345,2032.345886818317
2,Day1,4,3,,
3,Day1,4,3,,
4,Day1,4,3,3519.2550473279325,625.1041302969516
5,Day1,4,3,,
6,Day1,4,3,,
7,Day1,4,3,,
8,Day1,4,3,,
9,Day1,4,3,,
0,Day1,4,4,,
1,Day1,4,4,,
2,Day1,4,4,822.8845196925768,1140.8284893640773
3,Day1,4,4,,
4,Day1,4,4,356.8043640136885,580.7037692696763
5,Day1,4,4,465.90590411269653,644.9140078725445
6,Day1,4,4,,
7,Day1,4,4,,
8,Day1,4,4,493.74860863971014,2022.366791575051
9,Day1,4,4,,
0,Day1,4,5,,
1,Day1,4,5,,
2,Day1,4,5,,
3,Day1,4,5,,
4,Day1,4,5,6217.888255401977,3859.1050462601775
5,Day1,4,5,,
6,Day1,4,5,,
7,Day1,4,5,,
8,Day1,4,5,513.852373997821,996.1846805589321
9,Day1,4,5,,
0,Day1,4,6,,
1,Day1,4,6,,
2,Day1,4,6,1256.2152222699615,1034.3070339519797
3,Day1,4,6,,
4,Day1,4,6,,
5,Day1,4,6,,
6,Day1,4,6,,
7,Day1,4,6,,
8,Day1,4,6,1506.4829548384369,2009.49319045091
9,Day1,4,6,,
0,Day1,4,7,,
1,Day1,4,7,1811.0592991629474,938.5657722145849
2,Day1,4,7,620.8948889277077,693.0241139259875
3,Day1,4,7,,
4,Day1,4,7,1712.6200220219766,1936.6014684431127
5,Day1,4,7,501.35807216043963,1726.7899796229735
6,Day1,4,7,615.3859707198858,526.6782875020507
7,Day1,4,7,5255.208293493359,1312.6078415579173
8,Day1,4,7,,
9,Day1,4,7,775.0613718649531,495.6223916453438
0,Day1,4,8,,
1,Day1,4,8,,
2,Day1,4,8,,
3,Day1,4,8,,
4,Day1,4,8,731.104268710704,1032.917167608827
5,Day1,4,8,642.3898844237937,796.3949913856155
6,Day1,4,8,1247.459512843632,1794.0176977743881
7,Day1,4,8,,
8,Day1,4,8,,
9,Day1,4,8,,
0,Day1,4,9,,
1,Day1,4,9,,
2,Day1,4,9,1284.8152691248476,1279.8862132714285
3,Day1,4,9,,
4,Day1,4,9,4145.2491777573105,1419.646338674491
5,Day1,4,9,,
6,Day1,4,9,,
7,Day1,4,9,,
8,Day1,4,9,,
9,Day1,4,9,809.553785741783,1217.2635059892325
0,Day2,0,0,490.0590081618538,631.6939693508018
1,Day2,0,0,283.1969113964531,1352.9046767019038
2,Day2,0,0,836.8693639564723,1453.9329653463672
3,Day2,0,0,174.5485704477502,1050.3082442870443
4,Day2,0,0,822.6158991127013,1523.8782633388064
5,Day2,0,0,853.699919172453,1652.4387203845017
6,Day2,0,0,704.5631752585698,1077.3235716453257
7,Day2,0,0,627.5904390800113,2462.815917030575
8,Day2,0,0,1127.8973154867285,2956.06244725522
9,Day2,0,0,1145.28578871684,1546.7841969871033
0,Day2,0,1,,
1,Day2,0,1,2544.719305732157,888.2439905533013
2,Day2,0,1,,
3,Day2,0,1,,
4,Day2,0,1,5058.529882544503,2070.524257148899
5,Day2,0,1,1201.4138655564527,2567.1479815205544
6,Day2,0,1,,
7,Day2,0,1,2690.779487857001,1809.6393856868845
8,Day2,0,1,1564.091087588662,1216.3417686746427
9,Day2,0,1,,
0,Day2,0,2,,
1,Day2,0,2,,
2,Day2,0,2,,
3,Day2,0,2,961.9991730172001,1266.3979121861694
4,Day2,0,2,821.0671282528473,1224.1978176964321
5,Day2,0,2,3927.3095109654732,1304.2702178738914
6,Day2,0,2,837.3348262814436,1399.3217457405167
7,Day2,0,2,474.14505627910376,959.5934336015317
8,Day2,0,2,,
9,Day2,0,2,,
0,Day2,0,3,,
1,Day2,0,3,,
2,Day2,0,3,,
3,Day2,0,3,,
4,Day2,0,3,696.1797958229379,1216.7952678630836
5,Day2,0,3,548.8704817130159,1155.4569911421934
6,Day2,0,3,,
7,Day2,0,3,,
8,Day2,0,3,469.2340216872245,1313.6904125977305
9,Day2,0,3,422.99559542138064,1220.638772927094
0,Day2,0,4,,
1,Day2,0,4,425.61203695112846,2460.081280306533
2,Day2,0,4,,
3,Day2,0,4,,
4,Day2,0,4,,
5,Day2,0,4,,
6,Day2,0,4,588.908741575608,3108.0509601301405
7,Day2,0,4,654.7521328567611,2229.3330943973765
8,Day2,0,4,1034.3056447848946,878.6906620370503
9,Day2,0,4,1001.0953644975224,1692.0233655207376
0,Day2,0,5,,
1,Day2,0,5,3048.10935201722,1938.4855485395287
2,Day2,0,5,,
3,Day2,0,5,,
4,Day2,0,5,1307.6029105924367,1673.1610830016632
5,Day2,0,5,,
6,Day2,0,5,607.3645609081624,2266.723417022243
7,Day2,0,5,404.98375217339895,510.29279241685515
8,Day2,0,5,,
9,Day2,0,5,,
0,Day2,0,6,,
1,Day2,0,6,8223.311255078688,4783.70147093452
2,Day2,0,6,,
3,Day2,0,6,,
4,Day2,0,6,,
5,Day2,0,6,,
6,Day2,0,6,,
7,Day2,0,6,970.7209312733847,1092.857954711948
8,Day2,0,6,,
9,Day2,0,6,625.9909654485507,1722.658916194625
0,Day2,0,7,,
1,Day2,0,7,,
2,Day2,0,7,,
3,Day2,0,7,,
4,Day2,0,7,1048.4265423237966,1422.3519143503315
5,Day2,0,7,,
6,Day2,0,7,,
7,Day2,0,7,,
8,Day2,0,7,1326.7996290158244,1571.690307269584
9,Day2,0,7,366.70683853492636,1112.2349683456341
0,Day2,0,8,,
1,Day2,0,8,,
2,Day2,0,8,927.1215608483208,1625.4059979001984
3,Day2,0,8,,
4,Day2,0,8,,
5,Day2,0,8,,
6,Day2,0,8,,
7,Day2,0,8,,
8,Day2,0,8,,
9,Day2,0,8,,
0,Day2,0,9,,
1,Day2,0,9,,
2,Day2,0,9,,
3,Day2,0,9,,
4,Day2,0,9,,
5,Day2,0,9,,
6,Day2,0,9,453.29327931433966,1260.6689305524858
7,Day2,0,9,734.273725571692,2096.937997414739
8,Day2,0,9,439.2468650446483,1157.7257667280935
9,Day2,0,9,,
0,Day2,1,0,,
1,Day2,1,0,,
2,Day2,1,0,,
3,Day2,1,0,,
4,Day2,1,0,512.4365501683151,1267.2558816478365
5,Day2,1,0,527.9790986032165,1083.3011549871194
6,Day2,1,0,509.8172491166461,1793.9639199083642
7,Day2,1,0,,
8,Day2,1,0,1144.27795911631,2359.043086966978
9,Day2,1,0,1081.3791633678918,2670.118618604913
0,Day2,1,1,,
1,Day2,1,1,,
2,Day2,1,1,589.6468614693307,2098.203929382987
3,Day2,1,1,,
4,Day2,1,1,173.65091954007687,1356.8994182843046
5,Day2,1,1,,
6,Day2,1,1,,
7,Day2,1,1,,
8,Day2,1,1,908.3817554726463,1375.3326155459015
9,Day2,1,1,,
0,Day2,1,2,,
1,Day2,1,2,,
2,Day2,1,2,,
3,Day2,1,2,,
4,Day2,1,2,,
5,Day2,1,2,,
6,Day2,1,2,,
7,Day2,1,2,533.8605122632156,1394.2239756318916
8,Day2,1,2,,
9,Day2,1,2,,
0,Day2,1,3,,
1,Day2,1,3,,
2,Day2,1,3,,
3,Day2,1,3,,
4,Day2,1,3,,
5,Day2,1,3,,
6,Day2,1,3,,
7,Day2,1,3,734.1080659387262,1498.9354197754105
8,Day2,1,3,838.3242551049597,1269.2964955007087
9,Day2,1,3,1057.8075308259797,5066.2257279989335
0,Day2,1,4,,
1,Day2,1,4,,
2,Day2,1,4,496.31952101716485,4020.3645517615937
3,Day2,1,4,,
4,Day2,1,4,642.419446091532,1491.8586524477978
5,Day2,1,4,,
6,Day2,1,4,809.5132424943931,3092.993321931177
7,Day2,1,4,906.9718328486473,2779.756829973833
8,Day2,1,4,549.2367686791781,1408.9408536407748
9,Day2,1,4,,
0,Day2,1,5,301.4509814459238,1588.6747053500503
1,Day2,1,5,1649.0312183288345,3960.6973966940723
2,Day2,1,5,1049.1920314806475,2019.1786384743887
3,Day2,1,5,,
4,Day2,1,5,494.7508720279453,2454.0041194390133
5,Day2,1,5,3651.616251811147,3931.715930811501
6,Day2,1,5,,
7,Day2,1,5,,
8,Day2,1,5,,
9,Day2,1,5,7036.46199400065,5886.1186253680335
0,Day2,1,6,557.7121091699695,1240.436642192977
1,Day2,1,6,,
2,Day2,1,6,695.2764578108076,2054.1935956175007
3,Day2,1,6,,
4,Day2,1,6,510.16458138055987,1406.023529477514
5,Day2,1,6,1070.87384673586,1078.5498038843325
6,Day2,1,6,,
7,Day2,1,6,,
8,Day2,1,6,,
9,Day2,1,6,852.2632183757181,1458.2773927015826
0,Day2,1,7,,
1,Day2,1,7,,
2,Day2,1,7,,
3,Day2,1,7,861.1754689419644,2388.222022380249
4,Day2,1,7,,
5,Day2,1,7,,
6,Day2,1,7,,
7,Day2,1,7,1154.0417627656934,4066.8008799711133
8,Day2,1,7,426.4304338472682,1926.777953637822
9,Day2,1,7,,
0,Day2,1,8,,
1,Day2,1,8,,
2,Day2,1,8,,
3,Day2,1,8,340.0273636425129,1839.5962120869067
4,Day2,1,8,,
5,Day2,1,8,1752.5646846542807,2719.939507662419
6,Day2,1,8,2200.2574786888017,2503.4735743541933
7,Day2,1,8,,
8,Day2,1,8,1152.9707013221864,4294.436215192182
9,Day2,1,8,,
0,Day2,1,9,,
1,Day2,1,9,1945.8222248855639,1601.0754541040342
2,Day2,1,9,,
3,Day2,1,9,,
4,Day2,1,9,,
5,Day2,1,9,367.87025747673744,1683.6633048305926
6,Day2,1,9,666.3623666740043,2501.468193523218
7,Day2,1,9,2780.575044977093,1664.1514978741434
8,Day2,1,9,3287.7362284697588,2608.269156914891
9,Day2,1,9,,
0,Day2,2,0,,
1,Day2,2,0,,
2,Day2,2,0,,
3,Day2,2,0,,
4,Day2,2,0,,
5,Day2,2,0,,
6,Day2,2,0,623.0933978272942,3172.1179546418707
7,Day2,2,0,488.50530759240576,2103.710877958307
8,Day2,2,0,1011.7872411565936,2613.979109589831
9,Day2,2,0,622.1041169874777,2037.6890470020794
0,Day2,2,1,,
1,Day2,2,1,,
2,Day2,2,1,458.378016387632,1453.6576402293515
3,Day2,2,1,9803.782352751148,3075.6504051565503
4,Day2,2,1,,
5,Day2,2,1,,
6,Day2,2,1,,
7,Day2,2,1,7568.39205234703,3714.468798484858
8,Day2,2,1,,
9,Day2,2,1,490.3040898974772,3740.278517887428
0,Day2,2,2,,
1,Day2,2,2,,
2,Day2,2,2,,
3,Day2,2,2,,
4,Day2,2,2,,
5,Day2,2,2,,
6,Day2,2,2,,
7,Day2,2,2,,
8,Day2,2,2,993.0131639149381,1817.6643547799008
9,Day2,2,2,749.3317731452665,1918.4364094974744
0,Day2,2,3,400.9372135418043,2592.438063939704
1,Day2,2,3,,
2,Day2,2,3,1004.6259853427507,2664.3818651132715
3,Day2,2,3,606.4496535499335,3073.6635703133948
4,Day2,2,3,1066.0101160856668,1815.1332030496494
5,Day2,2,3,,
6,Day2,2,3,,
7,Day2,2,3,,
8,Day2,2,3,518.3233060245349,1568.1129699114654
9,Day2,2,3,1248.842591098969,3874.5361488759504
0,Day2,2,4,,
1,Day2,2,4,,
2,Day2,2,4,1271.8143656327318,1511.4633912921954
3,Day2,2,4,,
4,Day2,2,4,,
