,pid,condition,ques_num,response
0,P17,control,1,1
1,P17,control,2,1
2,P17,control,3,1
3,P17,control,4,1
4,P17,control,5,1
5,P17,control,6,1
6,P17,control,7,1
7,P17,control,8,1
8,P17,control,9,1
9,P17,control,10,1
