-20.502528057145412,-7.939930366710103,-1.270288163989461,-13.25164656346118,-22.119952731953294,-23.154372569503934,-24.279913757066556,-20.756853759052518,-24.88434603535698,-23.043834130095437,-22.736672907445968,-22.35517834566385,-29.75161756830722,-24.24885760436828,-30.700993958866295,-23.067194462199087,-26.978269606886503,-26.835711603692,-11.513164153716716,-9.018322722492982,-19.11983859739248,-31.48981261416279,-36.48691383069618,-37.84890353893265,-39.96442909950117,-37.45010792577384,-35.033322432545766,-33.28341227760808,-33.97649635072431
-10.098516024861517,-12.216199439367474,-3.7657524170528136,-6.377257898682056,-2.1567196611256825,12.103163235203652,10.612272611194628,0.8600101544141219,2.192299951282279,8.744845647999261,6.055150514211866,2.884382922750107,3.853027589688003,8.05934282056285,7.902973916360871,9.979975214167258,11.247317341802294,12.372967574560029,6.128880357453058,5.724934272584938,11.461645499772924,11.151950102739221,11.72836417559206,5.665275020346904,5.624554248373873,19.716131229714115,19.486241509558585,13.167410641160249,5.306811483153848,17.30100848858846,18.043689921518585,25.676894552615934,7.635156885997427,6.614695504025166,-1.8859299176040594,1.9596350061446548,1.0538740415435228,0.4868494979873764,-1.375102614515558,4.563710500291564,2.3049322855985324,2.2569760558634466,4.252187104948841,3.602706342484397,3.8444860838792216,8.202792392456422,1.0910683497002822,-2.7220368755313302,4.532179925019805,-6.661803504971922,-8.078014235776392,-6.297731854231085,-10.693681805193028,-7.475533797625194
