4.178820544849616
159.66013688357157,866.0790843530257,609.7021525883023,245.30220057243253,557.2110085421708,686.021119929861,308.1547948310089,677.593445345841,316.5518779869963,162.97224616245876,80.97022090496284,218.08957150083938,839.2649525312078,875.545510457724,585.7092069195338,-59.567391574629845,-50.379320839935566,74.8693296336066,751.1624867327594,761.8395251652057
