,pid,condition,ques_num,response
0,P09,control,1,1
1,P09,control,2,1
2,P09,control,3,1
3,P09,control,4,1
4,P09,control,5,1
5,P09,control,6,1
6,P09,control,7,1
7,P09,control,8,1
8,P09,control,9,1
9,P09,control,10,1
