,pid,condition,day,block,hand,RT
0,sha3,control,Day1,0,left,0.08530701846757438
1,sha3,control,Day1,0,right,1.7568156632796672
0,sha3,control,Day1,1,left,1.3029213898043963
1,sha3,control,Day1,1,right,9.022114109140603
