,pid,condition,ques_num,response
0,P08,control,1,1
1,P08,control,2,1
2,P08,control,3,1
3,P08,control,4,1
4,P08,control,5,1
5,P08,control,6,1
6,P08,control,7,1
7,P08,control,8,1
8,P08,control,9,1
9,P08,control,10,1
