,pid,condition,ques_num,response
0,P15,control,1,1
1,P15,control,2,1
2,P15,control,3,1
3,P15,control,4,1
4,P15,control,5,1
5,P15,control,6,1
6,P15,control,7,1
7,P15,control,8,1
8,P15,control,9,1
9,P15,control,10,1
