,day,block,trial,C4,C3
0,Day1,0,0,649.3926962137454,1762.9402037734726
1,Day1,0,0,,
2,Day1,0,0,1248.8078343527475,878.9732578435681
3,Day1,0,0,779.6456195102129,1655.0078415408914
4,Day1,0,0,,
5,Day1,0,0,,
6,Day1,0,0,,
7,Day1,0,0,611.4699266599565,718.7999337695065
8,Day1,0,0,,
9,Day1,0,0,,
0,Day1,0,1,1737.8804549708466,968.1471898063256
1,Day1,0,1,,
2,Day1,0,1,3044.900361428963,828.5882701394911
3,Day1,0,1,,
4,Day1,0,1,1635.7289637367942,1310.451372209741
5,Day1,0,1,,
6,Day1,0,1,,
7,Day1,0,1,,
8,Day1,0,1,,
9,Day1,0,1,,
0,Day1,0,2,500.0,500.0
1,Day1,0,2,,
2,Day1,0,2,,
3,Day1,0,2,,
4,Day1,0,2,,
5,Day1,0,2,,
6,Day1,0,2,,
7,Day1,0,2,,
8,Day1,0,2,,
9,Day1,0,2,,
0,Day1,0,3,621.3559002095252,548.4534545223577
1,Day1,0,3,1010.7989409083181,390.2559647334527
2,Day1,0,3,,
3,Day1,0,3,1997.0190425738488,1435.415095661125
4,Day1,0,3,1844.608700770778,1730.3421617707834
5,Day1,0,3,,
6,Day1,0,3,,
7,Day1,0,3,471.41758630024367,668.4663444485808
8,Day1,0,3,,
9,Day1,0,3,,
0,Day1,0,4,3718.13313067114,3019.650758631002
1,Day1,0,4,2227.4387269347394,1333.8275905060348
2,Day1,0,4,,
3,Day1,0,4,1016.1482345629338,1550.537398029975
4,Day1,0,4,2109.869125658753,1479.0796696817788
5,Day1,0,4,,
6,Day1,0,4,,
7,Day1,0,4,,
8,Day1,0,4,,
9,Day1,0,4,,
0,Day1,0,5,,
1,Day1,0,5,,
2,Day1,0,5,,
3,Day1,0,5,,
4,Day1,0,5,,
5,Day1,0,5,944.2047948082532,924.0295770993546
6,Day1,0,5,1891.1251666523485,602.8620040952081
7,Day1,0,5,,
8,Day1,0,5,2169.030457039454,3133.221230193337
9,Day1,0,5,,
0,Day1,0,6,,
1,Day1,0,6,,
2,Day1,0,6,,
3,Day1,0,6,,
4,Day1,0,6,,
5,Day1,0,6,,
6,Day1,0,6,,
7,Day1,0,6,2241.7163527563625,1505.6126893477408
8,Day1,0,6,,
9,Day1,0,6,,
0,Day1,0,7,,
1,Day1,0,7,,
2,Day1,0,7,,
3,Day1,0,7,,
4,Day1,0,7,492.886229840025,750.7937930983838
5,Day1,0,7,,
6,Day1,0,7,4045.9241166234133,3339.652797658795
7,Day1,0,7,,
8,Day1,0,7,,
9,Day1,0,7,2418.990316105569,1254.2213719233916
0,Day1,0,8,5496.022156939199,3202.7524691333315
1,Day1,0,8,,
2,Day1,0,8,,
3,Day1,0,8,2665.9900092280595,1602.9020603080048
4,Day1,0,8,1366.3078037512394,679.8564980343625
5,Day1,0,8,,
6,Day1,0,8,,
7,Day1,0,8,,
8,Day1,0,8,,
9,Day1,0,8,,
0,Day1,0,9,946.1094509735134,1367.9052616692504
1,Day1,0,9,,
2,Day1,0,9,1310.0957043220262,1051.4055296352874
3,Day1,0,9,2129.4303885648287,1620.2331154283286
4,Day1,0,9,,
5,Day1,0,9,,
6,Day1,0,9,,
7,Day1,0,9,,
8,Day1,0,9,,
9,Day1,0,9,,
0,Day1,1,0,976.5270542656224,1226.6007778646326
1,Day1,1,0,2188.787825092045,1558.4214960808554
2,Day1,1,0,,
3,Day1,1,0,1696.4781189807654,1231.7204912297475
4,Day1,1,0,,
5,Day1,1,0,,
6,Day1,1,0,,
7,Day1,1,0,,
8,Day1,1,0,976.607672838568,1303.62465641155
9,Day1,1,0,1110.2681673887453,1287.8217694810542
0,Day1,1,1,1693.9403127783735,1215.176491794501
1,Day1,1,1,4430.9436529586155,1775.1690612179057
2,Day1,1,1,,
3,Day1,1,1,,
4,Day1,1,1,,
5,Day1,1,1,903.2345660181198,1330.6829537426077
6,Day1,1,1,,
7,Day1,1,1,,
8,Day1,1,1,1502.8561126950672,1095.8971608314266
9,Day1,1,1,,
0,Day1,1,2,,
1,Day1,1,2,,
2,Day1,1,2,,
3,Day1,1,2,1368.7269468042693,766.3526740747632
4,Day1,1,2,,
5,Day1,1,2,,
6,Day1,1,2,1436.8809251321,906.6573095989592
7,Day1,1,2,,
8,Day1,1,2,,
9,Day1,1,2,,
0,Day1,1,3,1380.6669667856622,759.6260482861128
1,Day1,1,3,1533.3660752608566,851.8515138179547
2,Day1,1,3,,
3,Day1,1,3,,
4,Day1,1,3,,
5,Day1,1,3,,
6,Day1,1,3,,
7,Day1,1,3,2490.506937868068,1672.781798536688
8,Day1,1,3,,
9,Day1,1,3,1257.0167889050376,1130.1118200137646
0,Day1,1,4,611.4605195070397,740.1423198484613
1,Day1,1,4,,
2,Day1,1,4,,
3,Day1,1,4,,
4,Day1,1,4,,
5,Day1,1,4,,
6,Day1,1,4,,
7,Day1,1,4,2214.1468793835,1078.003701714051
8,Day1,1,4,,
9,Day1,1,4,,
0,Day1,1,5,1256.2790040846594,824.8286915268558
1,Day1,1,5,,
2,Day1,1,5,,
3,Day1,1,5,,
4,Day1,1,5,,
5,Day1,1,5,,
6,Day1,1,5,2285.996660318443,726.2543384674834
7,Day1,1,5,,
8,Day1,1,5,,
9,Day1,1,5,,
0,Day1,1,6,1124.13110901301,765.1735064449855
1,Day1,1,6,,
2,Day1,1,6,,
3,Day1,1,6,,
4,Day1,1,6,,
5,Day1,1,6,1665.7199606005893,677.1606352495085
6,Day1,1,6,,
7,Day1,1,6,,
8,Day1,1,6,,
9,Day1,1,6,2810.752861955699,1048.2579793307316
0,Day1,1,7,,
1,Day1,1,7,916.5781040499678,1315.6584307087246
2,Day1,1,7,,
3,Day1,1,7,,
4,Day1,1,7,,
5,Day1,1,7,,
6,Day1,1,7,1814.7069492756955,540.258640707688
7,Day1,1,7,,
8,Day1,1,7,720.1912567243631,851.909552993983
9,Day1,1,7,,
0,Day1,1,8,,
1,Day1,1,8,,
2,Day1,1,8,2289.6415955269063,2167.5489425293144
3,Day1,1,8,,
4,Day1,1,8,,
5,Day1,1,8,,
6,Day1,1,8,,
7,Day1,1,8,4015.0409212266572,5274.880387004286
8,Day1,1,8,,
9,Day1,1,8,,
0,Day1,1,9,,
1,Day1,1,9,1240.584918932289,581.0211027431849
2,Day1,1,9,,
3,Day1,1,9,2173.6254399876507,2822.2580454159483
4,Day1,1,9,1740.5429944568411,3097.8701324911876
5,Day1,1,9,,
6,Day1,1,9,,
7,Day1,1,9,,
8,Day1,1,9,,
9,Day1,1,9,,
0,Day1,2,0,1349.7088479556032,626.1042326312793
1,Day1,2,0,,
2,Day1,2,0,,
3,Day1,2,0,,
