,pid,condition,day,block,hand,RT
0,P11,continuous,Day3,0,right,23.93197502224939
1,P11,continuous,Day3,0,left,22.343093887961004
2,P11,continuous,Day3,0,left,30.686284303781576
3,P11,continuous,Day3,0,right,26.764870277198497
4,P11,continuous,Day3,0,left,31.78756161313504
5,P11,continuous,Day3,0,right,37.09383431827882
6,P11,continuous,Day3,0,right,34.257021256082226
7,P11,continuous,Day3,0,left,35.52528724714648
8,P11,continuous,Day3,0,right,39.346301142533775
9,P11,continuous,Day3,0,left,30.636226540256757
0,P11,continuous,Day3,1,right,27.716057417273987
1,P11,continuous,Day3,1,left,44.23541432688944
2,P11,continuous,Day3,1,left,34.340502190287225
3,P11,continuous,Day3,1,right,40.06400527997175
4,P11,continuous,Day3,1,left,27.983027942536864
5,P11,continuous,Day3,1,right,41.73260582447983
6,P11,continuous,Day3,1,right,51.04365359660005
7,P11,continuous,Day3,1,left,27.565877997898497
8,P11,continuous,Day3,1,right,30.185671428160276
9,P11,continuous,Day3,1,left,34.657535458682105
0,P11,continuous,Day3,2,right,25.830433027236722
1,P11,continuous,Day3,2,left,24.512204651429784
2,P11,continuous,Day3,2,left,40.06396008032607
3,P11,continuous,Day3,2,right,27.615950317238458
4,P11,continuous,Day3,2,left,28.91739049827447
5,P11,continuous,Day3,2,right,31.754176364163868
6,P11,continuous,Day3,2,right,34.09018655936234
7,P11,continuous,Day3,2,left,31.670605413848534
8,P11,continuous,Day3,2,right,32.021132333611604
9,P11,continuous,Day3,2,left,34.190440366452094
0,P11,continuous,Day3,3,right,31.12005160411354
1,P11,continuous,Day3,3,left,24.829260519647505
2,P11,continuous,Day3,3,left,28.416904411336873
3,P11,continuous,Day3,3,right,31.353564101387747
4,P11,continuous,Day3,3,left,24.845981298130937
5,P11,continuous,Day3,3,right,29.86865807819413
6,P11,continuous,Day3,3,right,30.58622393553378
7,P11,continuous,Day3,3,left,37.69443784747273
8,P11,continuous,Day3,3,right,31.203488487924915
9,P11,continuous,Day3,3,left,29.65174378431402
0,P11,continuous,Day3,4,right,24.528828518930823
1,P11,continuous,Day3,4,left,29.434724152379204
2,P11,continuous,Day3,4,left,36.242769983189646
3,P11,continuous,Day3,4,right,41.38217619864736
4,P11,continuous,Day3,4,left,32.95561823062599
5,P11,continuous,Day3,4,right,43.08421102230204
6,P11,continuous,Day3,4,right,30.9031311814324
7,P11,continuous,Day3,4,left,27.832940071471967
8,P11,continuous,Day3,4,right,39.696892797306646
9,P11,continuous,Day3,4,left,38.078321287815925
