,pid,condition,timing,view,hand,face,angle,response,RT
0,P08,control,pre,0,left,back,0,True,0.9448803304294415
1,P08,control,pre,0,left,palm,120,True,2.8472267602628563
2,P08,control,pre,0,left,back,240,True,2.2946104931070295
3,P08,control,pre,0,left,back,120,True,2.8044844821997685
4,P08,control,pre,0,left,palm,300,True,3.0214647939756105
5,P08,control,pre,0,right,back,120,True,1.0131350580923026
6,P08,control,pre,0,right,back,60,True,0.6633815295608656
7,P08,control,pre,0,right,back,180,True,2.289310657473834
8,P08,control,pre,0,right,back,0,True,0.8393896225716162
9,P08,control,pre,0,right,palm,300,True,1.7692775009418256
10,P08,control,pre,0,right,palm,60,True,1.347948995018669
11,P08,control,pre,0,right,back,300,True,1.0730738395504886
12,P08,control,pre,0,left,palm,240,True,3.0490365032128466
13,P08,control,pre,0,right,palm,0,True,2.0641779604811745
14,P08,control,pre,0,left,back,300,True,1.4244737032604462
15,P08,control,pre,0,left,back,180,True,1.810285726107395
16,P08,control,pre,0,right,palm,120,True,3.5249258134062984
17,P08,control,pre,0,left,palm,180,True,2.912149363739445
18,P08,control,pre,0,left,palm,0,True,1.3413387562541175
19,P08,control,pre,0,right,back,240,True,3.618505297730735
20,P08,control,pre,0,right,palm,240,True,1.5696817685420683
21,P08,control,pre,0,right,palm,180,True,2.453410974365397
22,P08,control,pre,0,left,back,60,True,1.1883464137463307
23,P08,control,pre,0,left,palm,60,True,0.9990684301665169
24,P08,control,pre,1,right,palm,180,True,2.5554105936207634
25,P08,control,pre,1,left,palm,180,True,1.1586579878494376
26,P08,control,pre,1,left,palm,120,True,2.011070435793954
27,P08,control,pre,1,right,palm,240,True,0.9720345186469785
28,P08,control,pre,1,right,back,240,True,1.3523977006479981
29,P08,control,pre,1,right,back,0,True,0.5735356024779321
30,P08,control,pre,1,left,palm,240,True,1.7148963456202182
31,P08,control,pre,1,left,back,240,False,1.041089814134466
32,P08,control,pre,1,right,back,180,True,3.4745674156656605
33,P08,control,pre,1,right,palm,120,True,1.8957361910688633
34,P08,control,pre,1,left,palm,60,True,1.1503048861050047
35,P08,control,pre,1,right,palm,60,True,2.5143089050325216
36,P08,control,pre,1,left,back,180,True,1.4633655948091473
37,P08,control,pre,1,left,palm,300,True,4.463820271372242
38,P08,control,pre,1,right,back,60,True,0.8846052338776644
39,P08,control,pre,1,right,palm,0,True,4.0922709964252135
40,P08,control,pre,1,left,back,300,True,1.2089918706005847
41,P08,control,pre,1,right,back,120,True,1.7162446703841852
42,P08,control,pre,1,left,back,120,True,1.3623017589125084
43,P08,control,pre,1,left,back,0,True,1.2307765086588915
44,P08,control,pre,1,right,palm,300,True,1.0647471680385934
45,P08,control,pre,1,right,back,300,True,0.9613318077826989
46,P08,control,pre,1,left,back,60,True,0.9984827515909274
47,P08,control,pre,1,left,palm,0,True,1.098026274710719
48,P08,control,pre,2,right,back,60,True,1.0093896264006617
49,P08,control,pre,2,right,palm,60,True,2.0684761287157016
50,P08,control,pre,2,right,palm,120,True,1.835286425164668
51,P08,control,pre,2,right,palm,180,True,3.747882038434909
52,P08,control,pre,2,right,back,240,True,1.190134476244566
53,P08,control,pre,2,left,back,0,True,0.9216140673161135
54,P08,control,pre,2,left,palm,300,True,1.967729455573135
55,P08,control,pre,2,right,back,300,True,0.603055487776146
56,P08,control,pre,2,left,back,60,True,0.638504171569366
57,P08,control,pre,2,left,back,120,True,1.1522212692871108
58,P08,control,pre,2,left,back,300,True,1.1489178736119356
59,P08,control,pre,2,right,palm,0,True,2.0024220049672294
60,P08,control,pre,2,right,palm,240,True,2.0521001115848776
61,P08,control,pre,2,left,back,180,True,1.2845547483047994
62,P08,control,pre,2,left,palm,240,True,1.4435187905510247
63,P08,control,pre,2,right,back,120,True,1.869443475123262
64,P08,control,pre,2,right,back,0,True,0.5965808475848462
65,P08,control,pre,2,left,back,240,True,1.0888653272559168
66,P08,control,pre,2,left,palm,0,True,1.3923337777960114
67,P08,control,pre,2,left,palm,120,False,1.987277483320213
68,P08,control,pre,2,right,palm,300,True,3.7174393933782994
69,P08,control,pre,2,left,palm,180,True,1.1211358716827817
70,P08,control,pre,2,left,palm,60,True,2.711317922337912
71,P08,control,pre,2,right,back,180,True,1.5961150626644667
