,pid,condition,timing,view,hand,face,angle,response,RT
0,P07,control,pre,0,left,back,120,True,2.1006099254323094
1,P07,control,pre,0,right,back,60,True,0.8579888433787346
2,P07,control,pre,0,right,back,300,True,0.7551940189537163
3,P07,control,pre,0,right,back,180,True,2.15954474120781
4,P07,control,pre,0,left,palm,300,False,9.683170110704397
5,P07,control,pre,0,left,palm,240,False,2.705757231828102
6,P07,control,pre,0,left,palm,0,True,3.45465319516552
7,P07,control,pre,0,left,back,0,True,1.2205288574054975
8,P07,control,pre,0,right,back,0,True,0.7827312539761806
9,P07,control,pre,0,left,palm,60,True,1.8831431442090436
10,P07,control,pre,0,right,palm,60,True,1.4023715193975477
11,P07,control,pre,0,right,palm,0,True,0.9089700752342652
12,P07,control,pre,0,left,back,300,True,1.6518081533045006
13,P07,control,pre,0,right,palm,180,True,1.4520159178932772
14,P07,control,pre,0,right,back,120,True,2.2521861438945048
15,P07,control,pre,0,right,palm,300,True,1.291528498491061
16,P07,control,pre,0,left,back,60,True,2.1540311654543984
17,P07,control,pre,0,right,palm,240,True,0.9017400667344192
18,P07,control,pre,0,right,palm,120,False,1.1887512942194007
19,P07,control,pre,0,left,back,240,False,1.4801598990593448
20,P07,control,pre,0,left,palm,180,True,5.815854843645866
21,P07,control,pre,0,right,back,240,True,1.364933673530231
22,P07,control,pre,0,left,back,180,True,2.8254405900147503
23,P07,control,pre,0,left,palm,120,True,2.337425550064836
24,P07,control,pre,1,right,palm,0,True,2.3332878784453897
25,P07,control,pre,1,left,back,240,True,1.8339595510228717
26,P07,control,pre,1,right,palm,180,True,1.1949512898522698
27,P07,control,pre,1,left,back,0,True,1.3752238429783574
28,P07,control,pre,1,right,palm,60,True,0.9863934112886454
29,P07,control,pre,1,right,palm,240,True,2.4222003204567955
30,P07,control,pre,1,right,back,240,True,1.838448859612072
31,P07,control,pre,1,left,back,60,True,0.9357178507857498
32,P07,control,pre,1,left,palm,0,True,2.8541752293590434
33,P07,control,pre,1,right,back,60,True,1.0847805160942698
34,P07,control,pre,1,right,back,300,True,0.6202585029686816
35,P07,control,pre,1,right,back,180,True,1.110847234420817
36,P07,control,pre,1,left,back,180,True,2.045604403812831
37,P07,control,pre,1,right,back,120,True,0.8147846108645354
38,P07,control,pre,1,left,back,120,True,0.9298246756457048
39,P07,control,pre,1,left,palm,180,False,1.9441747582113749
40,P07,control,pre,1,right,back,0,True,0.6525750130140295
41,P07,control,pre,1,left,back,300,True,0.781770189535564
42,P07,control,pre,1,right,palm,120,True,2.7464536568900257
43,P07,control,pre,1,left,palm,60,True,1.9419722390657623
44,P07,control,pre,1,left,palm,240,True,1.177742528959243
45,P07,control,pre,1,right,palm,300,True,1.1975943128272777
46,P07,control,pre,1,left,palm,120,True,1.4329827050532913
47,P07,control,pre,1,left,palm,300,True,1.914831074442645
48,P07,control,pre,2,left,back,0,True,1.5606410977816267
49,P07,control,pre,2,left,back,60,True,0.8366765020318779
50,P07,control,pre,2,right,back,120,True,0.8784692070585152
51,P07,control,pre,2,right,palm,300,True,1.3589056659134258
52,P07,control,pre,2,right,back,60,True,0.9866623101474944
53,P07,control,pre,2,left,back,120,True,1.3983824699394063
54,P07,control,pre,2,right,back,180,True,1.6012632117631256
55,P07,control,pre,2,left,back,300,True,0.8513717097716835
56,P07,control,pre,2,right,back,300,True,0.7164810102631236
57,P07,control,pre,2,left,back,180,True,1.2591974326669515
58,P07,control,pre,2,right,back,240,True,0.811704148435183
59,P07,control,pre,2,left,palm,180,True,1.8154721798850917
60,P07,control,pre,2,right,back,0,True,0.5933245666687981
61,P07,control,pre,2,left,back,240,True,1.246143963546274
62,P07,control,pre,2,right,palm,120,False,1.895388767612076
63,P07,control,pre,2,left,palm,120,True,1.5425854203958806
64,P07,control,pre,2,right,palm,60,True,0.8035441022857412
