,pid,condition,day,block,hand,RT
9,P12,continuous,Day2,2,right,8.309756519840446
0,P12,continuous,Day2,3,right,11.163080450656707
1,P12,continuous,Day2,3,left,11.363357853464551
2,P12,continuous,Day2,3,left,11.480206033447757
3,P12,continuous,Day2,3,right,10.562503351655325
4,P12,continuous,Day2,3,right,10.812606391365989
5,P12,continuous,Day2,3,left,11.163084664163762
6,P12,continuous,Day2,3,left,11.396773363201644
7,P12,continuous,Day2,3,right,10.695875040793908
8,P12,continuous,Day2,3,left,9.27760276774643
9,P12,continuous,Day2,3,right,10.14522432013473
0,P12,continuous,Day2,4,right,9.911706077109557
1,P12,continuous,Day2,4,left,11.813806095349719
2,P12,continuous,Day2,4,left,0.01646451986744069
3,P12,continuous,Day2,4,right,13.048628614240444
4,P12,continuous,Day2,4,right,11.530094107045445
5,P12,continuous,Day2,4,left,11.630288541826305
6,P12,continuous,Day2,4,left,11.5468236956076
7,P12,continuous,Day2,4,right,13.71615126382676
8,P12,continuous,Day2,4,left,11.046411919814998
9,P12,continuous,Day2,4,right,9.144068283538216
0,P12,continuous,Day3,0,left,10.464281227148604
1,P12,continuous,Day3,0,right,10.812695258355234
2,P12,continuous,Day3,0,right,11.096339064184576
3,P12,continuous,Day3,0,left,9.361039651557803
4,P12,continuous,Day3,0,right,9.778170443780255
5,P12,continuous,Day3,0,left,9.410996673628688
6,P12,continuous,Day3,0,right,9.611287483072374
7,P12,continuous,Day3,0,left,10.812674573797267
8,P12,continuous,Day3,0,left,9.911533705890179
9,P12,continuous,Day3,0,right,8.79367045062827
0,P12,continuous,Day3,1,left,10.145213977841195
1,P12,continuous,Day3,1,right,12.181048047961667
2,P12,continuous,Day3,1,right,9.043884574028198
3,P12,continuous,Day3,1,left,9.561245807562955
4,P12,continuous,Day3,1,right,7.859250820823945
5,P12,continuous,Day3,1,left,8.693535005149897
6,P12,continuous,Day3,1,right,8.293067534279544
7,P12,continuous,Day3,1,left,8.326360085862689
8,P12,continuous,Day3,1,left,8.343120701261796
9,P12,continuous,Day3,1,right,8.693029765796382
0,P12,continuous,Day3,2,left,8.943980106094386
1,P12,continuous,Day3,2,right,9.87783167680027
2,P12,continuous,Day3,2,right,9.494466499483678
3,P12,continuous,Day3,2,left,10.41231320699444
4,P12,continuous,Day3,2,right,9.84492676903028
5,P12,continuous,Day3,2,left,8.977150848601013
6,P12,continuous,Day3,2,right,10.679253088484984
7,P12,continuous,Day3,2,left,8.943889706919435
8,P12,continuous,Day3,2,left,8.810309257009067
9,P12,continuous,Day3,2,right,8.860450907901395
0,P12,continuous,Day3,3,left,9.093932761403266
1,P12,continuous,Day3,3,right,9.711475406074896
2,P12,continuous,Day3,3,right,9.294307075208053
3,P12,continuous,Day3,3,left,10.145207082969137
4,P12,continuous,Day3,3,right,10.011772574100178
5,P12,continuous,Day3,3,left,10.228666183538735
6,P12,continuous,Day3,3,right,8.30980286851991
7,P12,continuous,Day3,3,left,10.17854023759719
8,P12,continuous,Day3,3,left,9.728136429155711
9,P12,continuous,Day3,3,right,9.694704448396806
0,P12,continuous,Day3,4,left,8.009354396839626
1,P12,continuous,Day3,4,right,8.827044974314049
2,P12,continuous,Day3,4,right,8.543536767130718
3,P12,continuous,Day3,4,left,9.544554906722624
4,P12,continuous,Day3,4,right,10.295478433661629
5,P12,continuous,Day3,4,left,9.177394926315174
6,P12,continuous,Day3,4,right,10.445596565492451
7,P12,continuous,Day3,4,left,7.558926073426846
8,P12,continuous,Day3,4,left,9.327603074198123
9,P12,continuous,Day3,4,right,8.126187254965771
