,pid,condition,ques_num,response
0,P06,continuous,1,1
1,P06,continuous,2,1
2,P06,continuous,3,0
3,P06,continuous,4,1
4,P06,continuous,5,1
5,P06,continuous,6,1
6,P06,continuous,7,1
7,P06,continuous,8,1
8,P06,continuous,9,1
9,P06,continuous,10,1
