,counter,C4,C3
0,1.0,454.4987612015046,421.7843609410253
1,1.0,979.5423400657917,983.8594219741137
2,1.0,401.48334175679383,493.41494196163524
3,1.0,1147.9118437044272,1101.149262945126
4,1.0,827.261203894455,892.6160178830775
