,pid,condition,ques_num,response
0,P16,continuous,1,1
1,P16,continuous,2,1
2,P16,continuous,3,1
3,P16,continuous,4,1
4,P16,continuous,5,1
5,P16,continuous,6,1
6,P16,continuous,7,1
7,P16,continuous,8,1
8,P16,continuous,9,1
9,P16,continuous,10,1
