,pid,condition,ques_num,response
0,P01,continuous,1,1
1,P01,continuous,2,1
2,P01,continuous,3,1
3,P01,continuous,4,1
4,P01,continuous,5,1
5,P01,continuous,6,1
6,P01,continuous,7,1
7,P01,continuous,8,1
8,P01,continuous,9,1
9,P01,continuous,10,1
