,pid,condition,ques_num,response
0,P10,control,1,1
1,P10,control,2,1
2,P10,control,3,1
3,P10,control,4,1
4,P10,control,5,1
5,P10,control,6,1
6,P10,control,7,1
7,P10,control,8,1
8,P10,control,9,1
9,P10,control,10,1
