-36.12416773021701
3.8134388524391,-51.42796190219709,-63.26928871208236,-72.01607458708432,-71.83182788848927,-73.59649324117264,-70.0849307078552,-74.30794422509265,-69.35443380412833,-57.33854736812341,-49.27811614880981,-52.9079888889559,-50.34948408867596,-50.983997383894454,-53.49410729905633,-56.098564012279034,-56.25330337091434,-54.412408244520556,-48.50952266299118,-41.77405444664943,-38.14739361061924,-40.97890979533282,-46.75594597601369,-46.995815474800466,-45.578344932749154,-40.00252541129603,-42.077387676973956
