,pid,condition,timing,view,hand,face,angle,response,RT
34,P12,continuous,post,1,left,palm,180,True,0.7714337918441743
35,P12,continuous,post,1,right,palm,0,True,0.7756672300165519
36,P12,continuous,post,1,right,palm,240,True,0.6846598003758118
37,P12,continuous,post,1,left,back,60,True,1.1008122899802402
38,P12,continuous,post,1,right,back,60,True,0.7068803712609224
39,P12,continuous,post,1,right,back,300,True,1.3388309550937265
40,P12,continuous,post,1,left,palm,60,True,1.824182462238241
41,P12,continuous,post,1,left,back,0,True,0.6251672001671977
42,P12,continuous,post,1,right,back,240,True,2.4197722860844806
43,P12,continuous,post,1,left,back,240,True,0.8203420305508189
44,P12,continuous,post,1,right,back,0,True,0.8787824000464752
45,P12,continuous,post,1,left,palm,120,True,1.871100770542398
46,P12,continuous,post,1,left,back,120,True,1.4785187102970667
47,P12,continuous,post,1,right,back,120,True,0.7899740447173826
48,P12,continuous,post,2,left,back,0,False,0.9447021501255222
49,P12,continuous,post,2,right,palm,60,False,2.2867997321882285
50,P12,continuous,post,2,left,palm,0,True,0.9326982154743746
51,P12,continuous,post,2,right,back,180,True,2.5144642470986582
52,P12,continuous,post,2,right,back,300,True,0.7915732669644058
53,P12,continuous,post,2,right,palm,0,True,1.0433869957341813
54,P12,continuous,post,2,right,palm,240,True,0.7560862377285957
55,P12,continuous,post,2,right,palm,120,True,1.6502242358401418
56,P12,continuous,post,2,left,palm,300,True,1.3875641412450932
57,P12,continuous,post,2,left,palm,120,True,2.1499170319875702
58,P12,continuous,post,2,right,palm,300,True,0.7141176659497432
59,P12,continuous,post,2,right,back,120,True,0.6014090776443481
60,P12,continuous,post,2,right,back,60,True,0.5806808588095009
61,P12,continuous,post,2,left,palm,240,True,1.4726519586984068
62,P12,continuous,post,2,left,palm,180,True,0.7443638427648693
63,P12,continuous,post,2,left,palm,60,True,1.3821378939319402
64,P12,continuous,post,2,left,back,120,True,2.4660152820288204
65,P12,continuous,post,2,left,back,60,True,0.713140512467362
66,P12,continuous,post,2,left,back,180,True,2.2564271498122253
67,P12,continuous,post,2,right,palm,180,True,2.6078936844714917
68,P12,continuous,post,2,left,back,240,True,1.192952390294522
69,P12,continuous,post,2,right,back,0,True,0.6762323779403232
70,P12,continuous,post,2,left,back,300,True,0.8527083738590591
71,P12,continuous,post,2,right,back,240,True,1.1492018827120773
