,timing,trial,hand,PTime
0,pre,0,right,37.23870067315579
1,pre,0,left,47.38021605755375
2,pre,1,right,35.81599483888226
3,pre,1,left,42.197482669901774
4,pre,2,right,36.615802068045696
5,pre,2,left,35.62184376309233
