31.401824808709684,-43.56659284684756,-38.57896868635099,-42.32900027791551,-39.390711027987415,-34.410428404953564,-35.45369000127792,-36.463153491048956,-39.101631398650866,-44.02529748937801,-46.49188870565602,-34.83233945067882,-40.62977703994442,-41.187306655027925,-41.147829722211576,-35.196080019993204,-41.1060403869695,-43.94302281744606,-47.29060160985812,-45.12548124841128,-49.87991568387925,-48.01550458470349,-36.84828965745842,-32.13008738580408,-36.6044785813578
-39.53749288091865,-37.92928222813155,-37.7779231304126,-40.022205241956044,-37.16164341731639,-28.982936591173914,-32.8606032576427,-37.88951035262781,-47.54639651183962,-48.860539536059306,-49.19610342959957,-49.41462843597159,-53.61926219871232,-52.38766567003036,-51.491565820757685,-52.45679349613624,-49.192078246805096,-42.43754659592319,-41.696127397784096,-42.15460184067578,-48.65445109219475,-49.30313047144833,-47.066847342778416,-49.616280805040695,-50.41548506832342,-49.072184727244135,-45.861896121933235,-46.72257828915919,-47.17390354935796,-47.187519711759116,-48.74338430520196,-51.51065745549773,-48.85089492962857,-38.86161680700111,-31.798168581713295,-33.47927658364265,-30.17859335537511,-21.37569714023148
