,Left,right
0,345.9796373555201,962.6682166368306
1,524.9346163237122,613.4473730940526
2,1014.8528851138965,1231.8335959551337
3,523.1004860188734,639.2196668192722
4,324.0989321145622,1781.9599293859847
5,573.380232609994,1113.4304927892344
6,333.8761563478853,1327.5021064433763
7,513.9542134071677,2187.545086323865
8,506.7255296457991,2467.463437023769
9,384.14066064678116,1806.6374238069402
10,578.6902695445949,3794.2728796058523
11,308.08508120156404,3275.1004875647423
12,665.5740596020011,2031.3358313890178
13,325.4628059829495,1808.8702304167753
14,452.0138038613862,977.5412512496406
15,478.94660432078166,2274.6796643208295
16,310.53005696164615,2187.2974153547225
17,734.6420382947512,2191.880838126754
18,754.9650581334033,1578.7344260268032
19,433.2082252228647,491.3594992160894
20,921.9035425295033,664.3509854684974
21,565.649175939414,1000.8899041468809
22,832.4891192154679,952.4129315110167
23,248.7699929506523,1105.1707971575938
24,988.3493536224292,881.8687963896894
25,871.9907870853164,571.0765880386862
26,455.018986192206,526.732043455648
27,768.9370527223937,549.5248742002716
28,682.5141078317241,1548.7981967378357
29,712.3105557941527,1125.432002711934
30,603.3954841418984,432.07049284147377
31,582.1008443086054,1240.2343856380753
32,439.74190947080103,1143.5828644357246
33,558.0387933235367,2108.789018702288
34,314.85934495487743,856.1181694610578
35,554.6414920896469,578.1386538415381
36,533.4052121809757,680.2701593260907
37,414.8840976996906,268.31070989530224
38,527.9294832141654,1815.716262896256
39,429.2657815516444,705.7161842530064
40,550.1562836350873,401.4002902579652
41,616.144631758629,662.2032275228576
42,569.7517166532082,566.7634404452801
43,314.4931750480918,2149.9236378729343
44,735.1992865497899,568.0255537884501
45,437.3637612781948,1896.0776480022057
46,558.3873694390251,1238.2325067631878
47,1337.707042551948,1108.9783845869486
48,320.82080548499874,791.0650275923574
49,542.1089336467752,541.6694376151884
50,286.188615002395,903.4887715980748
51,272.2188505647159,625.3661875097735
52,352.49702339418013,667.7002029562618
53,576.018492534208,689.0533246036528
54,482.42111112056136,279.03450642232986
55,666.6508370140203,580.9359437959067
56,393.07752821304246,300.38180328585844
57,755.2018859031435,495.38374067015894
58,464.9866443254329,643.8436574718265
59,824.6887529537231,674.8977401264184
60,217.73693105263018,785.1002342906493
61,1045.724227312784,912.833270035492
62,820.2057985790443,528.8716347258166
63,577.2426283978959,1197.6322258473867
64,311.4380243753177,1030.292643924288
65,453.24860245220134,497.86084048698103
66,669.8032680249369,425.5036882338239
67,626.2660982944554,774.9149412382092
68,324.73363960481646,813.2039981432199
69,406.87339609343206,435.4124458429901
70,867.4930313362835,1108.9951319522838
71,1093.4666775212336,1135.2974327411687
72,394.15227423412216,725.4677724568458
73,342.6631020384585,485.94211017522383
74,398.2616471521862,974.9059850835204
75,708.0108144764248,1372.337826917847
76,687.4502117199065,1587.316851245237
77,639.3421433999147,1624.714113747485
78,840.5827813779661,264.66952082079035
79,559.6757677768582,662.4551811998213
80,2899.6492093800252,1114.1869945356173
81,867.8289635772295,1073.786087546793
82,867.1849651481825,660.4827860265013
83,563.5033075751656,1048.404462167664
84,382.95367481537744,1105.3945891032686
85,671.3178801228208,621.8786507509747
86,396.9181236643883,796.1349918238818
87,388.25610572412825,1270.4336762733299
88,1817.1782628437115,1259.8582932485303
89,798.1911060714169,692.0939689031355
90,251.7470561799273,446.31587075522765
91,465.2815158549805,376.3211597042952
92,913.7307488208253,2309.1843534234717
93,442.08807837065916,290.26568051531353
94,322.2405448989611,368.53566056484686
95,220.0303722931366,528.5459100151568
96,365.8868801750084,1507.890401382828
97,622.9448468045832,470.9650965843014
98,1350.874634276011,728.0192983948748
99,562.1178416401319,842.7636292052833
100,460.1115631816756,506.2437021928237
101,686.4655196025626,478.2332386561585
102,384.9485905574058,663.9444289554307
103,1098.7959144900753,949.9763607501388
104,212.37640228142666,569.1338990445157
105,310.78911124383706,1214.8250811305275
106,873.3993888231228,448.2122356668354
107,344.0801737368277,544.3168765200554
108,353.6138779226939,930.7724898034355
109,710.4239700982955,482.0110898006701
110,445.69283769262057,363.0604640901498
111,386.79198306387946,194.37756360417308
112,484.5862679447202,352.72281743061836
113,318.63225333624894,724.040242564777
114,402.8387939004993,809.2249124520929
115,2194.042465042403,1802.2035858700049
116,451.4325135940856,316.040702241852
117,440.69486145849214,897.0594081052146
118,416.447942981306,453.51149712145974
119,824.2382228783963,587.8944670696247
120,739.8408353928412,719.9808155689976
121,925.6440766275243,465.37252973430736
122,1027.3487062114025,1089.2377083789972
123,391.55350225047465,1410.744072596843
124,603.0779445751576,435.28182201217396
125,654.2511152784423,444.51007642771003
126,387.17847326207544,681.0947727497455
127,503.5514090011021,913.879947787345
128,599.7666940550484,730.8856719589285
129,609.9721492263325,378.4587093511583
130,2562.142125134919,718.7673859534655
131,692.1014640363844,409.21488228658484
132,359.2206676774755,539.7013148255277
133,489.1281509171562,281.7002010087066
134,485.7045850259249,1134.397260645333
135,922.7064616268966,721.5068471666411
136,400.7641185860262,477.9617561052378
137,378.7089616741142,552.560679966224
138,1373.9821294543428,325.9656221012893
139,561.5924755593595,500.8219008366297
140,1058.2936433814266,586.3375898902921
141,319.90731584811607,525.6605916611046
142,676.9618123505837,346.2128300821636
143,716.1552902296432,302.6890750261638
144,1000.6386737363894,1670.647274682609
145,781.3803702315006,858.1956236230151
146,300.4398877446869,407.49261902712465
147,1106.764753312943,455.10039211971036
148,209.98584107214202,748.5592333333358
149,507.55371130331866,213.0642273022901
150,851.1774434658306,314.8655290569132
151,479.0440222384178,475.43545559716614
152,507.7645884207221,489.08812193824815
153,594.1562334745441,234.8695707386592
154,490.5655943394178,557.7313762275246
155,383.1172692701964,625.9159037647785
156,545.1078431852513,582.6883068042054
157,416.48681917125805,542.3880018177996
158,600.3898532584811,652.2349596324859
159,256.12277792421145,884.5836430427951
160,575.3247065965263,507.31598343560364
161,260.68453445163175,355.72694542957686
162,644.440306666568,631.4878644030337
163,406.3562497717875,294.55952782541533
164,683.8816090942165,419.0269921383174
165,468.8410643236497,329.39123779702527
166,239.71946993853098,491.5605186497939
167,653.4720950346874,362.8124779726361
168,659.6826613726352,691.9263014548089
169,325.8554483835505,283.7981618469147
170,515.2415651951773,583.8369348743335
171,902.0306591987592,415.67184923445893
172,963.112446969164,335.186719881772
173,421.6380132252124,331.6459291050081
174,801.6278144542944,583.9285997626604
175,472.69585015513195,425.13427828032343
176,296.3078961311902,576.7032565424986
177,748.1062594221536,659.5073749113724
178,590.9518875709862,669.4018406966196
179,693.071364979073,741.5047404043082
