-2.1722016448736694,40.90476615313959,42.37657724051649,52.28973089711835,41.58382629940127,43.98622975707187,39.03312293056679,33.84601354694932,32.55214175568514,33.149434833610115,31.57076665915442,33.2300441340685,30.874272633932033,27.984043891846422,19.269262064972516,18.3268831572474,16.010197160116086,11.179775161071518,13.293225727680381,10.22820798975323,19.23206382675704
-33.56979435804763,-31.761484022637546,-31.78191460998794,-24.816322965790206,-15.170243849005619,-19.809477623533752,-25.965826317997315,-24.82439580069277,-15.885810929089134,-5.121564475281479,-8.429020795887894,-13.449252223251321,-18.633225261746887,-18.688177092127727,-15.827461576634537,-20.11451065505185,-19.558073658213765,-19.437803961912866,-17.95806171944743,-19.988623840294043,-17.52658539903957,-14.178258839302796,-8.931963509661964,-10.59789036558807,-18.653086892102245
