,pid,condition,timing,view,hand,face,angle,response,RT
0,sha3,continuous,pre,0,right,back,120,False,0.4777969006536296
1,sha3,continuous,pre,0,right,back,180,False,0.11785346735996427
2,sha3,continuous,pre,0,right,back,60,False,0.3410092149642878
3,sha3,continuous,pre,0,right,palm,180,False,0.30579484854388284
4,sha3,continuous,pre,0,left,back,180,True,0.30672066308761714
5,sha3,continuous,pre,0,left,palm,120,True,0.4018261319288285
6,sha3,continuous,pre,0,right,palm,120,False,0.2757194982332294
7,sha3,continuous,pre,0,left,back,240,True,0.8476117480240646
8,sha3,continuous,pre,0,left,palm,300,True,0.1757675110566197
9,sha3,continuous,pre,0,left,palm,0,True,0.08207826603029389
10,sha3,continuous,pre,0,left,palm,240,True,0.06237090773356613
11,sha3,continuous,pre,0,right,back,240,False,0.17599112533935113
12,sha3,continuous,pre,0,left,palm,60,True,0.04702942558651557
13,sha3,continuous,pre,0,left,palm,180,True,0.09998540081141982
14,sha3,continuous,pre,0,right,palm,240,False,0.6410707988470676
15,sha3,continuous,pre,0,left,back,60,True,0.16072058289864802
16,sha3,continuous,pre,0,right,palm,300,False,0.1787238461256493
17,sha3,continuous,pre,0,left,back,0,True,0.13022473492310382
18,sha3,continuous,pre,0,left,back,120,True,0.1438425878804992
19,sha3,continuous,pre,0,left,back,300,True,0.14571889165381435
20,sha3,continuous,pre,0,right,palm,0,False,0.11368087619484868
21,sha3,continuous,pre,0,right,back,0,False,0.16269661350088427
22,sha3,continuous,pre,0,right,palm,60,False,0.11174082950310547
23,sha3,continuous,pre,0,right,back,300,False,0.09903285536711336
24,sha3,continuous,pre,1,left,back,240,True,0.09891616469394647
25,sha3,continuous,pre,1,left,palm,240,True,0.11321874001441755
26,sha3,continuous,pre,1,left,palm,300,True,0.08274448238080367
27,sha3,continuous,pre,1,right,back,60,False,0.09750919388898184
28,sha3,continuous,pre,1,left,back,180,True,0.11566358953132296
29,sha3,continuous,pre,1,left,back,120,True,0.09993656550796004
30,sha3,continuous,pre,1,right,back,120,False,0.05109869151783642
31,sha3,continuous,pre,1,right,palm,300,False,0.10069171352370176
32,sha3,continuous,pre,1,right,back,0,False,0.05309528436191613
33,sha3,continuous,pre,1,right,palm,120,False,0.05417582971131196
34,sha3,continuous,pre,1,right,palm,60,False,0.033578126720385626
35,sha3,continuous,pre,1,right,back,300,False,0.005641762712912168
36,sha3,continuous,pre,1,left,palm,180,True,0.004889184980129357
37,sha3,continuous,pre,1,left,palm,120,True,0.02407734689768404
38,sha3,continuous,pre,1,left,back,0,True,0.0035053466926910914
39,sha3,continuous,pre,1,left,back,60,True,0.9735029923176626
40,sha3,continuous,pre,1,left,back,300,True,0.03680279893160332
41,sha3,continuous,pre,1,left,palm,60,True,0.004112446622457354
42,sha3,continuous,pre,1,left,palm,0,True,0.4406029052333906
43,sha3,continuous,pre,1,right,back,180,False,0.22959943742171166
44,sha3,continuous,pre,1,right,palm,0,False,0.4208215229009511
45,sha3,continuous,pre,1,right,palm,240,False,0.3232593812572304
46,sha3,continuous,pre,1,right,back,240,False,0.25870887681958266
47,sha3,continuous,pre,1,right,palm,180,False,0.29150461056269705
48,sha3,continuous,pre,2,left,palm,180,True,0.2628763274187804
49,sha3,continuous,pre,2,left,back,300,True,0.198064682619588
50,sha3,continuous,pre,2,right,back,60,False,0.2271936561446637
51,sha3,continuous,pre,2,right,palm,120,False,0.21285766719665844
52,sha3,continuous,pre,2,left,back,0,True,0.05300481052836403
53,sha3,continuous,pre,2,right,back,0,False,0.1182246156677138
54,sha3,continuous,pre,2,left,back,60,True,0.11547493104444585
55,sha3,continuous,pre,2,right,back,240,False,0.4815844640033902
56,sha3,continuous,pre,2,left,back,180,True,0.2933834846189711
57,sha3,continuous,pre,2,right,palm,0,False,0.13235035577235976
58,sha3,continuous,pre,2,left,palm,240,True,0.2594557999400422
59,sha3,continuous,pre,2,left,palm,300,True,0.21458078233263225
60,sha3,continuous,pre,2,right,palm,300,False,0.2308892034852761
61,sha3,continuous,pre,2,right,palm,240,False,0.2597153981332667
62,sha3,continuous,pre,2,right,back,300,False,0.1978528916151845
63,sha3,continuous,pre,2,left,palm,60,True,0.2574314480807516
64,sha3,continuous,pre,2,left,back,240,True,0.13050489535089582
65,sha3,continuous,pre,2,right,palm,180,False,0.18057496116671248
66,sha3,continuous,pre,2,left,palm,0,True,0.14815860061935382
67,sha3,continuous,pre,2,left,palm,120,True,0.16436266844539205
68,sha3,continuous,pre,2,right,back,120,False,0.13237965696316678
69,sha3,continuous,pre,2,right,back,180,False,0.11910467924462866
70,sha3,continuous,pre,2,left,back,120,True,0.19650503723096333
71,sha3,continuous,pre,2,right,palm,60,False,0.21137564424134325
0,sha3,continuous,post,0,left,back,0,True,1.5948926497221692
1,sha3,continuous,post,0,right,palm,0,False,0.523692319082329
2,sha3,continuous,post,0,left,palm,60,True,0.39137794720591046
3,sha3,continuous,post,0,right,back,0,False,0.37288478878326714
4,sha3,continuous,post,0,left,palm,120,True,0.32411374204821186
5,sha3,continuous,post,0,right,back,240,False,0.33798399641091237
6,sha3,continuous,post,0,left,palm,300,True,0.27481424592406256
7,sha3,continuous,post,0,left,palm,180,True,0.27866555219952716
8,sha3,continuous,post,0,left,back,240,True,0.3077970960002858
9,sha3,continuous,post,0,left,back,60,True,0.19535458028985886
10,sha3,continuous,post,0,right,palm,240,False,0.14825524311891058
11,sha3,continuous,post,0,right,palm,300,False,0.06595130656933179
12,sha3,continuous,post,0,right,back,180,False,0.19634413775929715
13,sha3,continuous,post,0,left,back,180,True,0.03837889410351636
14,sha3,continuous,post,0,right,palm,120,False,0.03702281482401304
15,sha3,continuous,post,0,left,palm,0,True,0.08588741972198477
16,sha3,continuous,post,0,right,back,120,False,0.1347705306179705
17,sha3,continuous,post,0,right,palm,180,False,0.1497059086614172
18,sha3,continuous,post,0,right,back,300,False,0.10130292589747114
19,sha3,continuous,post,0,right,back,60,False,0.2599621449262486
20,sha3,continuous,post,0,left,back,120,True,1.1737719463271787
21,sha3,continuous,post,0,left,palm,240,True,0.19354099132760894
22,sha3,continuous,post,0,right,palm,60,False,2.0688958183600334
23,sha3,continuous,post,0,left,back,300,True,0.15096945788536686
24,sha3,continuous,post,1,right,back,240,False,0.11414815294119762
25,sha3,continuous,post,1,left,back,120,True,0.11736922676936956
26,sha3,continuous,post,1,left,back,180,True,0.14914970025711227
27,sha3,continuous,post,1,left,back,60,True,0.19522401010908652
28,sha3,continuous,post,1,right,palm,120,False,0.1825838913428015
29,sha3,continuous,post,1,left,back,240,True,0.05057486863370286
30,sha3,continuous,post,1,left,palm,240,True,0.06445746033568867
31,sha3,continuous,post,1,right,palm,300,False,0.02092978305881843
32,sha3,continuous,post,1,right,back,0,False,0.19963666534022195
33,sha3,continuous,post,1,right,back,180,False,0.03854287790454691
34,sha3,continuous,post,1,left,back,0,True,1.2218377084573149
35,sha3,continuous,post,1,left,palm,0,True,0.05304542094381759
36,sha3,continuous,post,1,right,back,300,False,0.005907015525735915
37,sha3,continuous,post,1,right,palm,180,False,0.07352900354453595
38,sha3,continuous,post,1,right,palm,0,False,0.16469423445232678
39,sha3,continuous,post,1,right,back,60,False,0.11467814450588776
40,sha3,continuous,post,1,left,palm,60,True,0.2591756395122502
41,sha3,continuous,post,1,left,palm,120,True,0.08652279272064334
42,sha3,continuous,post,1,left,palm,180,True,0.1815239082206972
43,sha3,continuous,post,1,right,back,120,False,0.5968522305338411
44,sha3,continuous,post,1,right,palm,240,False,0.10084387404640438
45,sha3,continuous,post,1,left,palm,300,True,0.2780178418470314
46,sha3,continuous,post,1,right,palm,60,False,0.003787563349760603
47,sha3,continuous,post,1,left,back,300,True,0.10705212628818117
48,sha3,continuous,post,2,left,back,60,True,0.08360346966946963
49,sha3,continuous,post,2,right,back,0,False,0.11745661625900539
50,sha3,continuous,post,2,left,palm,180,True,0.14954860757279675
51,sha3,continuous,post,2,left,back,240,True,0.2581778571475297
52,sha3,continuous,post,2,left,palm,120,True,0.21376446167414542
53,sha3,continuous,post,2,left,back,300,True,0.13343964007799514
54,sha3,continuous,post,2,right,back,300,False,0.13212674148962833
55,sha3,continuous,post,2,right,back,240,False,0.17951806238124846
56,sha3,continuous,post,2,right,back,180,False,0.005766678281361237
57,sha3,continuous,post,2,left,back,0,True,0.12513506817049347
58,sha3,continuous,post,2,left,back,120,True,0.44285549788037315
59,sha3,continuous,post,2,right,back,120,False,0.1336447483554366
60,sha3,continuous,post,2,right,palm,300,False,0.053914689357043244
61,sha3,continuous,post,2,right,palm,180,False,0.17989949180628173
62,sha3,continuous,post,2,left,palm,300,True,0.03732148126437096
63,sha3,continuous,post,2,right,palm,120,False,0.11844514562108088
64,sha3,continuous,post,2,right,palm,60,False,0.03452244727668585
65,sha3,continuous,post,2,left,palm,60,True,0.06546603787137428
66,sha3,continuous,post,2,left,back,180,True,0.11718930722418008
67,sha3,continuous,post,2,right,palm,0,False,0.11838808542233892
68,sha3,continuous,post,2,left,palm,0,True,0.05370238429168239
69,sha3,continuous,post,2,right,palm,240,False,0.0993094173973077
70,sha3,continuous,post,2,left,palm,240,True,0.1310497945305542
71,sha3,continuous,post,2,right,back,60,False,0.1809646154870279
