,pid,condition,timing,view,hand,face,angle,response,RT
55,P09,control,post,2,right,palm,0,True,0.9731223406852223
56,P09,control,post,2,left,palm,0,True,1.0014678370498586
57,P09,control,post,2,left,palm,60,True,0.8042475343245314
58,P09,control,post,2,left,back,120,True,0.8633452128997305
59,P09,control,post,2,left,back,0,True,0.8164364808035316
60,P09,control,post,2,left,back,180,True,1.2348278815479716
61,P09,control,post,2,right,back,120,True,0.5889428049122216
62,P09,control,post,2,left,palm,180,True,0.8491686342458706
63,P09,control,post,2,left,back,240,True,0.8347790813277243
64,P09,control,post,2,right,back,0,True,0.6451917611120734
65,P09,control,post,2,right,back,240,True,0.7105603061936563
66,P09,control,post,2,left,palm,300,True,0.8455457733798539
67,P09,control,post,2,left,palm,240,True,0.8074907953705406
68,P09,control,post,2,right,back,180,True,0.9225248635921162
69,P09,control,post,2,left,back,300,True,0.6655518714833306
70,P09,control,post,2,right,palm,120,True,0.8508065442874795
71,P09,control,post,2,right,palm,240,True,1.027935252757743
